Date,Year,Month,Day,UWND,VWND,WSPD,WDIR
2011-01-12,2011,Januari,12,4.5,,4.6,105.7
2011-01-13,2011,Januari,13,0.5,,2.7,169.2
2011-01-14,2011,Januari,14,,,0.9,254.0
2011-01-15,2011,Januari,15,,,0.6,241.4
2011-01-16,2011,Januari,16,0.5,0.3,0.6,61.4
2011-01-17,2011,Januari,17,,,1.3,187.5
2011-01-18,2011,Januari,18,,,3.5,213.5
2011-01-19,2011,Januari,19,,,5.5,218.6
2011-01-20,2011,Januari,20,,,4.9,189.8
2011-01-21,2011,Januari,21,,,4.8,223.0
2011-01-22,2011,Januari,22,,,7.2,217.4
2011-01-23,2011,Januari,23,,,5.9,225.7
2011-01-24,2011,Januari,24,,,5.7,243.2
2011-01-25,2011,Januari,25,,,4.3,254.6
2011-01-26,2011,Januari,26,,,3.9,259.0
2011-01-27,2011,Januari,27,,1.3,1.4,339.6
2011-06-06,2011,Juni,6,4.9,4.5,6.6,47.8
2011-06-07,2011,Juni,7,4.5,4.7,6.5,44.2
2011-06-08,2011,Juni,8,4.5,5.4,7.0,39.6
2011-06-09,2011,Juni,9,3.7,5.8,6.9,32.6
2011-06-10,2011,Juni,10,3.4,5.0,6.0,33.8
2011-06-11,2011,Juni,11,2.6,5.2,5.8,26.3
2011-06-12,2011,Juni,12,1.9,5.9,6.2,18.1
2011-06-13,2011,Juni,13,3.1,6.2,6.9,26.7
2011-06-14,2011,Juni,14,5.0,5.8,7.7,41.0
2011-06-15,2011,Juni,15,5.7,4.5,7.2,51.8
2011-06-16,2011,Juni,16,6.7,3.1,7.4,64.8
2011-06-17,2011,Juni,17,6.1,3.1,6.9,62.9
2011-06-18,2011,Juni,18,5.3,3.9,6.6,53.8
2011-06-19,2011,Juni,19,4.3,5.2,6.8,39.5
2011-06-20,2011,Juni,20,4.0,4.1,5.7,44.4
2011-06-21,2011,Juni,21,4.9,4.7,6.8,46.5
2011-06-22,2011,Juni,22,5.9,4.7,7.5,51.4
2011-06-23,2011,Juni,23,5.1,4.1,6.5,51.5
2011-06-24,2011,Juni,24,6.1,4.3,7.4,54.7
2011-06-25,2011,Juni,25,7.8,4.1,8.8,62.0
2011-06-26,2011,Juni,26,6.1,3.3,7.0,61.4
2011-06-27,2011,Juni,27,6.8,3.9,7.9,60.2
2011-06-28,2011,Juni,28,6.5,2.6,7.0,68.6
2011-06-29,2011,Juni,29,3.9,1.1,4.1,74.0
2011-06-30,2011,Juni,30,3.5,3.1,4.6,48.2
2011-07-01,2011,Juli,1,4.2,4.3,6.0,44.3
2011-07-02,2011,Juli,2,4.2,3.9,5.7,47.2
2011-07-03,2011,Juli,3,4.2,3.9,5.7,47.2
2011-07-04,2011,Juli,4,1.0,5.0,5.1,11.5
2011-07-05,2011,Juli,5,0.0,6.2,6.2,359.8
2011-07-06,2011,Juli,6,0.0,5.9,5.9,359.9
2011-07-07,2011,Juli,7,,5.5,5.5,353.9
2011-07-08,2011,Juli,8,,5.5,5.5,355.9
2011-07-09,2011,Juli,9,6.1,2.8,6.7,65.9
2011-07-10,2011,Juli,10,9.1,1.1,9.1,83.1
2011-07-11,2011,Juli,11,9.0,2.4,9.3,74.8
2011-07-12,2011,Juli,12,8.2,3.6,8.9,66.4
2011-07-13,2011,Juli,13,6.6,5.1,8.3,52.5
2011-07-14,2011,Juli,14,7.3,3.2,7.9,66.5
2011-07-15,2011,Juli,15,5.5,3.5,6.5,57.6
2011-07-16,2011,Juli,16,2.2,4.6,5.1,25.6
2011-07-17,2011,Juli,17,,3.9,4.2,338.7
2011-07-18,2011,Juli,18,,4.7,4.9,344.0
2011-07-19,2011,Juli,19,,6.6,6.7,353.0
2011-07-20,2011,Juli,20,2.1,5.6,6.0,21.2
2011-07-21,2011,Juli,21,1.3,6.5,6.6,11.6
2011-07-22,2011,Juli,22,1.8,5.7,6.0,17.0
2011-07-23,2011,Juli,23,1.9,6.5,6.8,16.4
2011-07-24,2011,Juli,24,0.5,7.4,7.4,4.0
2011-07-25,2011,Juli,25,1.7,7.1,7.3,13.5
2011-07-26,2011,Juli,26,4.1,5.8,7.1,35.2
2011-07-27,2011,Juli,27,4.9,4.5,6.6,47.8
2011-07-28,2011,Juli,28,3.5,5.6,6.6,32.2
2011-07-29,2011,Juli,29,1.9,6.9,7.1,15.4
2011-07-30,2011,Juli,30,1.0,5.5,5.6,10.1
2011-07-31,2011,Juli,31,3.0,3.3,4.5,43.0
2011-08-01,2011,Agustus,1,2.8,5.2,5.9,28.0
2011-08-02,2011,Agustus,2,3.1,6.0,6.7,27.5
2011-08-03,2011,Agustus,3,0.7,4.0,4.1,9.3
2011-08-04,2011,Agustus,4,,2.8,2.9,349.9
2011-08-05,2011,Agustus,5,,3.0,3.0,358.0
2011-08-06,2011,Agustus,6,1.9,3.3,3.8,30.0
2011-08-07,2011,Agustus,7,3.3,5.8,6.7,29.8
2011-08-08,2011,Agustus,8,1.8,5.2,5.5,19.0
2011-08-09,2011,Agustus,9,0.0,5.1,5.1,0.2
2011-08-10,2011,Agustus,10,1.6,4.2,4.5,21.2
2011-08-11,2011,Agustus,11,2.7,3.5,4.4,37.5
2011-08-12,2011,Agustus,12,4.7,4.3,6.4,48.0
2011-08-13,2011,Agustus,13,4.7,5.0,6.9,43.0
2011-08-14,2011,Agustus,14,2.5,2.1,3.3,50.4
2011-08-15,2011,Agustus,15,4.4,3.9,5.8,48.4
2011-08-16,2011,Agustus,16,1.2,5.2,5.3,13.1
2011-08-17,2011,Agustus,17,,4.9,4.9,358.0
2011-08-18,2011,Agustus,18,3.1,5.0,5.9,32.2
2011-08-19,2011,Agustus,19,3.1,5.6,6.4,29.3
2011-08-20,2011,Agustus,20,0.8,4.6,4.7,10.3
2011-08-21,2011,Agustus,21,1.0,5.0,5.1,11.5
2011-08-22,2011,Agustus,22,0.2,4.4,4.4,3.2
2011-08-23,2011,Agustus,23,1.8,5.7,6.0,17.0
2011-08-24,2011,Agustus,24,1.1,4.0,4.2,14.7
2011-08-25,2011,Agustus,25,,3.8,3.8,352.0
2011-08-26,2011,Agustus,26,1.3,3.3,3.5,21.6
2011-08-27,2011,Agustus,27,2.2,4.6,5.1,25.6
2011-08-28,2011,Agustus,28,3.9,5.8,7.0,33.9
2011-08-29,2011,Agustus,29,2.2,4.4,4.9,26.6
2011-08-30,2011,Agustus,30,,5.3,5.3,355.9
2011-08-31,2011,Agustus,31,,5.4,5.7,344.0
2011-09-01,2011,September,1,,5.3,5.3,353.8
2011-09-02,2011,September,2,,5.5,5.5,349.9
2011-09-03,2011,September,3,,3.6,3.6,348.5
2011-09-04,2011,September,4,,3.3,4.0,325.1
2011-09-05,2011,September,5,,3.9,4.4,331.4
2011-09-06,2011,September,6,3.4,3.9,5.2,41.5
2011-09-07,2011,September,7,0.4,4.4,4.4,5.8
2011-09-08,2011,September,8,0.5,3.6,3.6,7.5
2011-09-09,2011,September,9,5.0,3.3,6.0,56.4
2011-09-10,2011,September,10,7.4,3.5,8.2,64.5
2011-09-11,2011,September,11,5.8,5.8,8.2,44.9
2011-09-12,2011,September,12,2.2,7.6,8.0,16.4
2011-09-13,2011,September,13,3.5,5.6,6.6,32.2
2011-09-14,2011,September,14,4.1,5.0,6.5,39.4
2011-09-15,2011,September,15,1.2,5.0,5.1,13.6
2011-09-16,2011,September,16,0.6,4.8,4.8,7.5
2011-09-17,2011,September,17,2.0,4.0,4.5,26.8
2011-09-18,2011,September,18,2.2,4.2,4.8,27.7
2011-09-19,2011,September,19,3.0,3.3,4.5,43.0
2011-09-20,2011,September,20,3.4,4.0,5.3,40.0
2011-09-21,2011,September,21,2.8,4.6,5.4,31.1
2011-09-22,2011,September,22,0.6,6.3,6.3,5.1
2011-09-23,2011,September,23,0.0,5.3,5.3,0.1
2011-09-24,2011,September,24,,3.6,3.6,354.8
2011-09-25,2011,September,25,0.5,3.0,3.1,9.3
2011-09-26,2011,September,26,3.2,3.3,4.6,44.7
2011-09-27,2011,September,27,5.5,4.7,7.2,49.6
2011-09-28,2011,September,28,5.8,4.9,7.6,50.2
2011-09-29,2011,September,29,6.4,5.5,8.4,49.5
2011-09-30,2011,September,30,4.8,7.0,8.4,34.6
2011-10-01,2011,Oktober,1,4.5,4.8,6.6,43.0
2011-10-02,2011,Oktober,2,3.9,5.2,6.5,36.9
2011-10-03,2011,Oktober,3,4.0,4.6,6.1,40.4
2011-10-04,2011,Oktober,4,5.8,2.4,6.2,67.9
2011-10-05,2011,Oktober,5,5.5,1.2,5.6,77.9
2011-10-06,2011,Oktober,6,5.3,0.2,5.3,88.0
2011-10-07,2011,Oktober,7,6.6,0.6,6.6,84.6
2011-10-08,2011,Oktober,8,6.2,2.0,6.5,72.3
2011-10-09,2011,Oktober,9,6.2,2.4,6.6,69.0
2011-10-10,2011,Oktober,10,5.0,2.3,5.5,65.1
2011-10-11,2011,Oktober,11,4.8,2.3,5.4,64.2
2011-10-12,2011,Oktober,12,2.6,3.9,4.7,34.4
2011-10-13,2011,Oktober,13,0.9,3.6,3.7,13.5
2011-10-14,2011,Oktober,14,0.3,3.8,3.8,4.0
2011-10-15,2011,Oktober,15,,1.2,1.8,313.0
2011-10-16,2011,Oktober,16,,,0.9,234.3
2011-10-17,2011,Oktober,17,0.5,0.5,0.7,43.0
2011-10-18,2011,Oktober,18,0.3,,2.1,172.3
2011-10-19,2011,Oktober,19,,,3.5,201.6
2011-10-20,2011,Oktober,20,0.7,,1.8,157.4
2011-10-21,2011,Oktober,21,,0.0,1.1,268.0
2011-10-22,2011,Oktober,22,,2.4,2.6,339.6
2011-10-23,2011,Oktober,23,0.2,0.8,0.8,16.4
2011-10-24,2011,Oktober,24,0.6,1.5,1.6,21.2
2011-10-25,2011,Oktober,25,2.9,,2.9,96.1
2011-10-26,2011,Oktober,26,,,2.7,182.4
2011-10-27,2011,Oktober,27,,,3.0,264.2
2011-10-28,2011,Oktober,28,,1.2,1.8,313.0
2014-12-01,2014,Desember,1,0.4,0.7,0.8,28.6
2014-12-02,2014,Desember,2,4.1,0.9,4.2,76.8
2014-12-03,2014,Desember,3,,,1.2,205.4
2014-12-04,2014,Desember,4,,2.3,3.5,312.5
2014-12-05,2014,Desember,5,,3.7,4.6,323.6
2014-12-06,2014,Desember,6,,5.1,5.6,336.4
