-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2005 through 06/30/2025 in LST
Location: latitude  5.5945   longitude 95.4201 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 180.39 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,T2M_MIN,T2M_MAX,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS10M,WS10M_MAX,WD10M
2008,7,30,25.25,30.77,27.77,69.0,0.03,5.77,1.91,2.88,226.8
2008,7,31,25.65,31.73,28.5,70.25,0.17,5.92,1.71,3.05,178.7
2008,8,1,25.96,31.63,28.43,72.16,0.45,6.64,2.21,4.4,196.5
2008,8,2,25.98,29.42,27.6,75.54,1.79,4.82,2.79,4.4,225.9
2008,8,3,25.03,27.94,26.43,78.93,4.63,3.7,5.85,7.51,224.7
2008,8,4,24.96,30.77,27.76,66.1,0.23,6.04,2.58,5.57,216.6
2008,8,5,25.98,29.98,27.62,72.85,0.46,5.09,1.93,2.43,224.8
2008,8,6,24.69,28.98,26.53,76.1,0.52,5.26,5.73,7.98,231.1
2008,8,7,24.64,29.91,26.92,76.29,0.12,5.63,7.25,8.23,221.4
2008,8,8,25.55,29.55,27.13,75.52,0.72,5.68,6.86,7.38,215.9
2008,8,9,25.34,30.45,27.48,72.28,0.17,6.57,6.41,7.55,215.0
2008,8,10,25.28,30.61,27.54,72.12,0.0,6.75,4.54,5.38,227.3
2008,8,11,25.22,31.12,27.78,70.79,0.0,5.02,4.02,4.84,226.6
2008,8,12,25.23,30.86,27.68,71.27,0.0,5.91,3.51,4.57,229.2
2008,8,13,25.38,30.38,27.61,73.03,0.0,6.59,1.91,2.9,154.9
2008,8,14,25.8,31.0,27.93,71.4,0.18,6.5,1.08,1.6,274.5
2008,8,15,25.41,31.58,28.12,69.42,1.23,6.61,2.03,2.71,231.3
2008,8,16,25.56,29.64,27.35,72.65,1.15,4.83,2.48,3.91,235.5
2008,8,17,25.75,29.92,27.35,74.5,0.76,6.0,2.56,3.89,6.4
2008,8,18,25.22,28.46,26.72,75.71,2.37,4.81,1.41,2.38,320.9
2008,8,19,25.87,30.0,27.39,74.55,3.79,5.62,1.55,2.59,312.9
2008,8,20,25.68,28.53,26.78,79.21,12.63,5.42,2.61,4.22,286.2
2008,8,21,24.8,27.55,25.93,82.57,24.01,3.54,4.45,5.59,282.8
2008,8,22,24.66,27.88,25.88,78.92,9.15,3.91,3.72,4.31,265.0
2008,8,23,24.58,29.19,26.52,80.11,5.65,4.81,4.72,6.17,260.2
2008,8,24,25.16,28.43,26.44,78.66,2.45,4.32,3.62,4.12,260.4
2008,8,25,25.22,28.78,26.63,77.67,4.12,4.81,3.23,4.34,255.8
2008,8,26,25.06,28.27,26.35,80.84,1.71,5.58,4.75,6.14,280.7
2008,8,27,25.02,27.39,25.95,82.2,10.82,4.23,5.65,6.16,242.4
2008,8,28,24.81,27.82,25.92,81.44,4.8,3.08,5.58,6.36,242.4
2008,8,29,24.35,27.11,25.41,82.69,10.85,3.84,5.14,5.55,248.0
2008,8,30,24.07,28.11,25.91,81.09,2.65,5.61,4.85,6.32,252.4
2008,8,31,24.98,28.16,26.34,81.75,1.02,5.33,2.31,3.11,311.2
2008,9,1,25.12,27.96,26.3,82.2,3.93,4.16,2.53,3.55,321.3
2008,9,2,25.14,28.81,26.7,76.56,8.38,4.69,1.86,2.64,239.0
2008,9,3,24.84,28.76,26.52,76.87,5.1,3.74,3.18,4.15,215.5
2008,9,4,25.02,29.88,27.03,74.97,0.43,5.31,4.35,5.08,239.3
2008,9,5,24.56,26.64,25.42,82.4,3.54,3.82,5.2,6.38,246.3
2008,9,6,24.22,28.75,26.01,75.32,0.35,2.91,5.66,6.72,224.6
2008,9,7,24.43,28.06,25.95,74.25,0.11,4.76,5.6,6.93,224.0
2008,9,8,24.28,28.71,26.15,74.2,0.14,4.77,4.5,5.75,246.4
2008,9,9,24.4,28.85,26.35,75.59,0.14,5.83,4.13,5.73,257.5
2008,9,10,24.59,28.08,26.04,79.5,0.79,5.82,6.11,7.69,232.8
2008,9,11,24.79,29.99,26.9,74.81,0.08,6.37,6.6,7.6,204.1
2008,9,12,25.09,29.79,26.84,75.73,0.04,6.55,6.41,7.39,206.1
2008,9,13,24.91,27.89,26.05,77.35,0.47,3.24,6.12,7.75,224.4
2008,9,14,24.59,30.4,27.12,73.55,0.21,6.48,5.35,6.87,218.7
2008,9,15,24.65,30.08,26.83,73.29,0.22,6.36,6.46,7.93,205.8
2008,9,16,23.68,29.67,26.5,69.97,0.03,5.85,5.76,7.11,210.3
2008,9,17,25.03,31.02,27.71,71.18,0.03,5.02,3.83,5.3,223.0
2008,9,18,25.49,30.97,27.87,72.9,0.14,6.24,3.25,4.99,211.6
2008,9,19,25.67,29.93,27.41,74.09,0.04,4.89,4.41,5.66,198.2
2008,9,20,25.26,29.95,27.31,73.83,0.03,4.13,3.0,4.49,219.3
2008,9,21,25.0,28.86,26.65,78.59,0.03,6.32,4.56,6.52,215.1
2008,9,22,24.26,31.63,27.61,67.32,0.01,6.63,2.57,3.41,264.5
2008,9,23,25.02,31.16,27.53,71.2,0.01,7.12,2.82,4.07,265.2
2008,9,24,24.66,31.56,27.74,69.98,0.7,6.72,4.66,5.17,217.5
2008,9,25,25.29,30.5,27.36,74.24,2.28,6.27,5.37,6.11,230.3
2008,9,26,25.31,30.4,27.33,73.16,1.03,6.63,5.63,6.83,225.5
2008,9,27,25.04,30.42,27.54,73.31,0.79,5.99,5.13,5.9,206.6
2008,9,28,25.26,29.76,27.03,75.84,0.91,5.21,5.34,6.99,238.8
2008,9,29,24.81,29.03,26.33,79.4,13.95,3.62,6.09,7.68,254.5
2008,9,30,24.63,26.63,25.4,81.59,13.61,2.75,4.94,6.32,256.9
2008,10,1,24.6,30.51,27.21,72.01,0.58,5.71,3.57,4.98,244.8
2008,10,2,25.14,30.78,27.46,71.81,0.72,4.6,2.04,3.16,294.5
2008,10,3,25.5,29.65,27.26,73.55,4.21,5.2,1.87,2.83,259.1
2008,10,4,25.05,29.02,26.61,74.77,2.96,4.64,2.27,3.3,239.1
2008,10,5,25.08,29.2,26.73,76.26,2.65,4.81,3.58,4.54,260.1
2008,10,6,24.85,27.32,25.97,80.45,1.37,4.92,3.44,4.01,266.4
2008,10,7,24.48,30.02,26.8,74.38,1.33,5.52,2.81,3.5,279.5
2008,10,8,24.94,29.18,26.64,77.77,2.21,5.6,3.28,5.01,356.4
2008,10,9,25.28,28.89,26.81,80.59,2.05,4.78,3.75,5.41,44.2
2008,10,10,25.19,28.62,26.57,80.14,9.21,3.35,2.09,3.34,56.5
2008,10,11,25.28,30.47,27.54,73.06,1.81,5.01,2.54,3.71,197.9
2008,10,12,25.57,28.58,26.72,80.55,1.34,5.38,2.98,4.75,279.3
2008,10,13,25.19,29.18,26.75,77.65,0.97,5.02,2.6,4.09,289.0
2008,10,14,25.14,30.35,27.26,76.51,0.94,5.41,2.73,4.97,13.7
2008,10,15,25.64,28.29,26.75,82.51,5.98,2.77,2.66,4.1,11.5
2008,10,16,25.7,29.28,27.27,76.54,0.95,5.58,1.47,1.95,329.8
2008,10,17,25.83,28.99,27.02,79.21,2.63,5.08,2.5,3.49,289.3
2008,10,18,25.77,30.23,27.4,76.09,1.58,4.54,1.81,2.18,243.3
2008,10,19,25.7,27.44,26.33,86.45,8.99,4.78,3.34,5.15,287.1
2008,10,20,25.28,27.55,26.16,81.87,3.37,3.59,5.72,6.78,242.2
2008,10,21,25.17,28.31,26.26,83.84,6.09,4.15,5.16,7.38,253.3
2008,10,22,25.16,28.84,26.56,78.21,2.96,3.3,4.13,5.57,257.1
2008,10,23,25.12,30.48,27.44,72.18,0.27,5.95,3.36,4.16,282.6
2008,10,24,25.04,27.2,25.94,78.04,0.7,2.56,1.64,2.67,301.2
2008,10,25,24.42,28.66,26.33,72.81,0.33,3.5,2.09,3.98,302.1
2008,10,26,24.78,31.45,28.04,67.68,0.0,5.36,2.02,3.31,234.7
2008,10,27,25.59,31.91,28.23,67.57,0.03,6.34,1.92,2.98,285.9
2008,10,28,25.3,30.41,27.2,74.71,0.34,4.74,3.95,6.41,264.0
2008,10,29,25.54,29.03,26.85,72.82,2.71,4.27,7.36,9.4,232.7
2008,10,30,25.4,29.06,26.85,74.84,3.78,2.99,6.22,7.15,226.2
2008,10,31,25.14,29.29,26.87,76.91,0.52,5.72,5.53,5.94,235.1
2008,11,1,25.35,29.18,26.83,77.27,2.56,3.47,5.81,7.07,237.4
2008,11,2,24.73,30.11,27.04,73.71,0.52,5.26,5.82,6.37,224.4
2008,11,3,24.87,30.92,27.69,69.73,0.2,6.22,3.04,4.81,211.4
2008,11,4,25.78,31.1,28.0,69.66,2.24,5.2,2.41,2.91,256.6
2008,11,5,25.66,28.93,27.05,77.96,2.76,5.49,2.23,2.98,302.4
2008,11,6,25.55,29.4,27.07,75.99,0.6,5.64,3.1,4.2,298.7
2008,11,7,25.08,30.42,27.39,72.29,0.28,6.31,2.18,3.26,324.0
2008,11,8,25.65,28.24,26.78,77.66,0.7,3.87,2.81,3.7,300.3
2008,11,9,25.56,28.42,26.79,77.87,1.22,3.55,4.36,6.06,226.3
2008,11,10,25.53,28.44,26.65,81.5,5.34,3.44,5.89,7.35,215.7
2008,11,11,24.76,27.84,26.34,75.52,1.9,3.75,2.12,3.32,171.3
2008,11,12,24.91,28.27,26.11,81.71,6.85,5.68,2.83,4.1,40.4
2008,11,13,24.9,27.39,26.11,83.04,10.84,4.91,2.05,2.62,46.0
2008,11,14,25.3,28.49,26.61,78.69,13.58,3.8,1.65,2.69,311.0
2008,11,15,25.07,28.58,26.33,80.64,21.47,4.33,1.96,2.49,318.3
2008,11,16,25.04,28.75,26.77,78.41,5.87,4.26,2.13,2.46,22.6
2008,11,17,25.42,29.35,27.04,76.51,1.55,4.76,2.93,4.95,32.3
2008,11,18,25.57,29.16,26.86,79.96,1.71,4.73,3.2,4.22,68.3
2008,11,19,25.65,28.91,26.77,82.47,4.32,3.68,3.76,6.33,77.9
2008,11,20,25.32,28.75,26.58,84.46,5.42,3.85,4.26,6.57,80.0
2008,11,21,25.14,27.94,26.27,81.72,6.13,2.51,2.72,4.06,86.6
2008,11,22,24.86,27.3,25.92,85.59,13.34,2.51,2.14,4.01,43.9
2008,11,23,25.22,27.48,26.05,79.13,4.02,4.29,1.28,2.07,289.1
2008,11,24,25.09,27.28,25.9,82.23,13.9,3.24,2.31,4.04,281.1
2008,11,25,25.03,26.25,25.54,85.87,41.18,1.33,5.57,7.18,263.3
2008,11,26,24.85,27.11,25.78,85.56,48.23,1.95,6.32,9.82,244.1
2008,11,27,24.93,27.87,26.03,85.14,29.36,1.7,5.36,7.09,159.5
2008,11,28,24.48,26.74,25.5,88.05,24.52,1.74,6.53,8.35,82.4
2008,11,29,24.82,27.44,25.83,87.79,13.54,2.08,6.19,7.41,65.5
2008,11,30,25.14,26.96,25.85,88.96,15.75,2.01,4.92,5.81,53.2
2008,12,1,24.98,26.7,25.76,89.44,13.83,1.85,4.59,6.46,86.9
2008,12,2,24.73,27.53,25.95,83.24,8.73,1.56,3.07,4.43,119.5
2008,12,3,24.75,28.12,26.3,80.0,4.17,4.15,2.67,3.35,163.4
2008,12,4,24.91,28.49,26.32,81.25,7.89,4.47,1.78,3.11,179.0
2008,12,5,25.1,27.32,25.98,84.94,12.61,2.98,1.63,2.64,315.6
2008,12,6,24.82,27.12,25.64,85.78,4.45,4.09,4.03,5.33,58.7
2008,12,7,24.11,26.14,25.28,90.12,29.5,1.63,6.07,8.7,53.5
2008,12,8,24.1,27.46,25.53,87.43,16.07,2.71,5.03,8.23,80.9
2008,12,9,24.3,27.41,25.64,84.51,6.02,4.17,5.34,6.84,70.8
2008,12,10,24.45,27.49,25.81,82.8,0.87,4.34,5.31,6.43,57.5
2008,12,11,24.29,26.63,25.19,83.41,2.42,3.52,4.16,4.98,39.9
2008,12,12,24.44,26.54,25.41,85.59,2.45,4.21,4.14,4.56,64.5
2008,12,13,24.87,26.51,25.53,88.54,24.23,3.29,4.36,5.08,58.9
2008,12,14,24.38,26.97,25.58,86.16,8.48,4.24,3.76,4.49,60.7
2008,12,15,25.0,26.57,25.7,85.76,2.84,4.96,3.51,4.59,77.9
2008,12,16,24.87,27.52,25.97,86.61,7.91,4.42,5.6,7.03,64.0
2008,12,17,24.85,27.1,25.9,83.41,4.81,3.93,4.29,6.62,75.5
2008,12,18,24.37,27.64,25.84,81.11,0.38,3.22,6.97,9.16,64.8
2008,12,19,24.13,27.29,25.58,81.85,7.35,4.63,5.59,6.48,59.7
2008,12,20,24.22,27.47,25.72,82.86,1.65,4.51,6.77,8.99,60.7
2008,12,21,24.34,27.49,25.8,83.04,2.9,4.37,5.91,7.9,59.2
2008,12,22,24.31,27.9,25.91,83.52,2.18,5.1,6.02,8.23,56.0
2008,12,23,24.57,27.86,26.06,83.23,6.21,4.21,5.99,7.76,66.3
2008,12,24,24.53,26.42,25.38,86.86,18.64,3.3,5.18,6.25,60.4
2008,12,25,23.78,25.65,24.75,87.46,9.17,3.15,5.38,6.88,52.0
2008,12,26,24.02,27.1,25.4,85.38,2.22,4.94,3.81,4.72,57.7
2008,12,27,24.31,27.21,25.65,84.46,2.43,5.55,2.75,3.41,27.3
2008,12,28,24.27,26.49,25.17,85.73,7.07,2.95,3.1,4.33,42.5
2008,12,29,23.91,26.3,25.05,83.91,6.31,3.41,2.78,4.7,79.0
2008,12,30,24.06,27.29,25.55,84.26,7.84,4.59,2.68,4.11,33.4
2008,12,31,24.08,25.77,24.93,89.55,9.21,3.69,3.85,4.37,27.1
2009,1,1,24.14,25.95,24.87,90.6,14.04,2.98,4.31,5.19,55.8
2009,1,2,24.25,26.95,25.38,88.87,9.26,4.33,3.54,5.96,51.0
2009,1,3,24.56,25.43,24.97,91.68,35.08,2.94,9.56,11.29,46.7
2009,1,4,24.4,27.1,25.32,87.7,15.47,3.86,4.46,6.61,80.5
2009,1,5,24.08,26.34,25.03,89.62,25.23,2.15,4.94,7.38,47.1
2009,1,6,24.0,27.3,25.44,83.04,3.31,4.64,3.04,3.99,56.0
2009,1,7,24.65,26.63,25.45,85.74,1.12,4.67,4.56,6.84,50.2
2009,1,8,24.21,27.51,25.59,82.44,0.55,5.44,5.05,7.29,48.8
2009,1,9,24.24,27.34,25.57,81.38,0.12,4.77,7.35,9.46,64.3
2009,1,10,23.68,27.15,25.2,79.63,0.08,4.52,7.49,9.15,67.1
2009,1,11,23.17,26.82,24.76,80.3,1.54,5.13,6.5,8.32,52.6
2009,1,12,23.4,26.52,24.82,82.32,6.34,3.74,6.19,7.53,50.7
2009,1,13,23.54,26.67,25.13,84.23,12.11,4.19,6.89,8.85,59.8
2009,1,14,24.17,26.9,25.33,84.23,16.57,2.72,7.35,9.32,63.4
2009,1,15,23.78,26.06,24.73,82.08,11.4,3.18,9.29,11.38,62.5
2009,1,16,23.57,26.7,25.0,82.52,3.75,4.12,7.33,8.39,63.0
2009,1,17,24.11,26.67,25.19,83.48,10.37,3.89,6.9,8.57,62.3
2009,1,18,23.71,27.13,25.24,84.23,3.25,3.36,5.99,8.45,63.2
2009,1,19,24.07,27.58,25.6,83.23,1.42,4.6,6.2,7.24,68.7
2009,1,20,24.1,27.21,25.49,84.33,0.87,3.66,6.38,7.78,57.2
2009,1,21,23.96,26.76,25.26,85.12,6.36,3.72,5.94,7.56,52.5
2009,1,22,24.06,27.34,25.37,85.06,3.71,4.08,5.29,6.61,46.2
2009,1,23,23.95,27.34,25.51,84.25,0.06,4.72,5.13,6.0,67.9
2009,1,24,24.29,28.15,25.93,84.61,9.09,4.21,4.39,5.33,63.8
2009,1,25,24.38,28.06,26.19,85.36,5.07,5.15,4.91,6.16,69.5
2009,1,26,24.83,27.83,26.16,85.31,4.94,5.86,5.43,6.86,69.5
2009,1,27,24.27,27.5,25.73,86.05,5.33,4.85,5.5,7.41,60.9
2009,1,28,24.09,27.65,25.68,83.72,3.01,5.14,5.06,5.99,53.9
2009,1,29,24.02,26.79,25.27,83.1,3.01,4.36,4.67,5.63,41.6
2009,1,30,24.1,27.85,25.71,82.3,14.9,4.62,3.7,4.24,41.3
2009,1,31,24.37,26.38,25.27,84.48,16.23,3.83,3.88,4.94,34.7
2009,2,1,24.25,27.42,25.49,84.34,1.43,4.73,3.83,4.64,49.5
2009,2,2,24.08,27.42,25.66,81.82,0.91,5.2,4.51,6.31,39.5
2009,2,3,24.04,27.92,25.73,79.99,0.79,5.52,3.48,4.63,51.5
2009,2,4,24.14,27.88,25.82,81.01,2.59,5.5,3.85,5.44,43.8
2009,2,5,24.16,27.56,25.61,83.66,7.14,4.56,4.45,5.7,27.7
2009,2,6,23.9,27.01,25.31,84.24,3.95,3.88,4.58,5.75,30.7
2009,2,7,23.99,27.39,25.6,82.74,7.46,4.36,3.38,3.8,37.7
2009,2,8,24.79,28.56,26.3,78.47,3.11,5.17,3.63,4.86,57.7
2009,2,9,24.07,28.69,26.37,80.01,0.02,6.57,4.17,5.28,57.8
2009,2,10,24.46,28.86,26.64,78.32,0.0,6.25,3.35,4.45,61.3
2009,2,11,25.46,29.6,27.08,75.43,0.0,5.61,1.6,2.83,264.1
2009,2,12,24.66,29.59,26.83,74.13,0.0,5.48,2.17,2.93,275.4
2009,2,13,24.97,28.79,26.61,76.17,0.0,5.81,2.69,3.48,284.6
2009,2,14,24.66,29.0,26.5,75.15,0.0,5.47,2.46,3.44,298.8
2009,2,15,24.75,28.97,26.4,76.37,0.17,5.52,2.32,3.63,322.8
2009,2,16,24.61,28.89,26.46,75.12,1.45,5.98,1.6,2.78,340.1
2009,2,17,24.5,29.44,26.66,75.49,0.21,6.53,2.32,2.75,36.0
2009,2,18,24.94,28.96,26.64,79.51,5.12,5.72,3.49,5.39,46.4
2009,2,19,24.68,29.73,26.97,80.24,3.74,5.72,3.51,4.67,67.6
2009,2,20,25.41,29.38,27.15,78.57,1.18,5.49,3.32,5.1,53.3
2009,2,21,25.44,27.7,26.6,82.29,1.01,4.99,3.41,4.87,24.9
2009,2,22,25.75,28.0,26.56,82.29,1.49,4.16,3.73,6.55,66.5
2009,2,23,25.56,28.75,26.75,77.02,1.43,6.05,1.95,3.69,56.3
2009,2,24,25.27,29.65,26.95,74.56,0.29,5.5,1.81,3.95,10.2
2009,2,25,24.94,29.2,26.64,79.33,0.83,6.14,2.83,4.82,24.6
2009,2,26,25.11,29.7,27.14,77.44,1.27,5.85,2.72,3.86,46.0
2009,2,27,25.01,26.88,25.95,82.79,6.53,3.51,2.39,2.96,0.0
2009,2,28,24.5,29.79,26.92,75.84,0.11,5.63,3.45,4.59,246.6
2009,3,1,25.55,27.95,26.75,80.5,1.66,5.28,2.72,4.05,32.1
2009,3,2,25.4,28.06,26.48,83.34,7.67,3.16,2.8,3.63,88.9
2009,3,3,24.55,26.29,25.42,82.29,16.72,3.26,4.19,5.9,157.1
2009,3,4,24.22,30.7,27.05,72.17,6.57,5.04,2.68,4.12,192.0
2009,3,5,24.86,28.91,26.74,77.54,3.38,4.76,2.54,3.25,207.9
2009,3,6,25.62,29.18,27.29,75.64,0.86,5.57,1.61,2.78,201.9
2009,3,7,25.39,28.58,26.73,81.41,8.64,5.33,3.41,6.53,215.9
2009,3,8,24.68,28.73,26.56,78.53,5.47,4.73,3.25,6.31,219.2
2009,3,9,25.06,27.91,26.3,80.21,2.45,4.19,1.8,3.27,38.0
2009,3,10,24.83,28.86,26.69,82.16,3.05,6.55,2.45,3.74,33.2
2009,3,11,25.06,27.55,26.01,84.34,10.14,5.81,1.62,2.81,336.2
2009,3,12,24.51,29.56,26.77,75.13,1.13,6.64,2.11,2.91,254.4
2009,3,13,25.01,28.97,26.74,74.4,1.8,5.76,2.0,2.27,287.5
2009,3,14,25.05,30.24,27.14,74.7,1.67,6.86,2.24,3.94,53.2
2009,3,15,25.49,28.4,26.49,80.21,1.92,5.85,2.75,4.28,72.6
2009,3,16,25.06,27.11,25.92,85.74,9.04,5.31,3.27,6.07,86.8
2009,3,17,24.96,27.9,26.26,81.04,6.8,5.67,2.17,4.21,80.7
2009,3,18,25.38,27.49,26.14,80.45,3.63,3.2,1.61,3.19,327.9
2009,3,19,25.42,29.16,27.21,75.77,1.66,6.04,1.56,2.4,251.6
2009,3,20,26.1,29.04,27.26,76.68,5.27,5.69,2.03,3.0,216.1
2009,3,21,25.44,28.11,26.6,77.03,10.24,3.74,2.7,3.79,179.3
2009,3,22,24.54,29.54,26.55,78.9,0.66,5.27,3.67,5.36,138.4
2009,3,23,25.26,29.07,26.86,78.14,0.53,5.63,2.33,3.14,78.6
2009,3,24,25.46,28.9,26.81,79.24,1.1,5.82,1.68,2.73,52.6
2009,3,25,25.08,30.81,27.31,76.14,0.82,5.74,2.32,3.42,351.4
2009,3,26,25.01,28.75,26.64,80.64,0.39,5.77,2.28,3.19,22.1
2009,3,27,25.01,28.97,26.75,80.48,0.38,6.29,3.44,5.85,47.6
2009,3,28,25.17,28.01,26.43,81.34,3.21,5.24,2.61,3.74,18.8
2009,3,29,25.34,29.27,27.1,75.52,3.97,5.75,1.54,2.21,277.3
2009,3,30,25.46,29.06,27.04,79.99,2.43,5.91,2.67,4.02,25.0
2009,3,31,25.97,28.03,26.95,82.49,0.39,5.98,3.74,5.13,60.9
2009,4,1,25.88,30.08,27.62,75.96,1.15,6.22,3.37,4.61,75.5
2009,4,2,25.94,29.13,27.24,83.1,8.35,6.12,4.26,6.55,54.7
2009,4,3,25.98,29.03,27.34,80.65,6.78,5.06,2.79,5.34,143.4
2009,4,4,25.61,27.96,26.56,85.24,5.22,5.39,2.41,3.82,352.8
2009,4,5,25.27,27.53,26.2,87.54,2.23,5.49,3.53,5.31,334.7
2009,4,6,25.13,28.48,26.55,82.34,11.16,4.57,2.64,4.08,42.4
2009,4,7,25.61,28.15,26.55,82.8,7.48,3.94,2.19,3.35,28.3
2009,4,8,25.37,29.55,27.18,81.63,5.63,5.11,2.76,4.09,63.8
2009,4,9,25.89,28.79,26.86,84.21,6.35,3.75,2.43,3.64,347.3
2009,4,10,25.36,28.58,26.59,86.12,3.78,4.2,3.46,3.88,253.9
2009,4,11,25.45,29.45,27.08,79.77,0.65,5.64,4.43,5.71,225.2
2009,4,12,25.8,30.21,27.88,75.14,0.27,5.99,3.08,4.07,230.4
2009,4,13,25.83,31.21,28.55,70.95,0.12,6.02,2.08,3.27,190.5
2009,4,14,26.31,31.08,28.38,73.04,1.91,5.92,3.2,4.34,207.3
2009,4,15,25.16,29.62,27.06,72.66,1.89,5.12,5.14,6.5,189.4
2009,4,16,25.28,31.4,27.95,71.72,0.24,5.7,4.44,6.3,178.9
2009,4,17,26.02,30.4,28.23,75.11,0.23,6.52,1.78,3.77,119.3
2009,4,18,26.95,30.85,28.75,72.73,0.78,6.76,0.85,1.55,164.3
2009,4,19,26.59,30.27,28.24,77.16,1.33,5.64,2.0,3.08,216.9
2009,4,20,25.79,30.54,27.69,77.78,1.4,6.1,4.47,6.73,221.1
2009,4,21,25.66,30.18,27.58,77.02,0.48,5.92,5.15,6.04,233.7
2009,4,22,26.01,30.09,27.59,78.21,0.01,6.2,5.37,6.57,231.6
2009,4,23,25.69,30.06,27.54,77.11,0.0,7.16,4.21,5.09,236.4
2009,4,24,25.33,31.38,27.85,73.84,0.0,7.03,3.9,5.11,249.9
2009,4,25,25.51,31.28,27.92,74.95,0.01,6.85,3.65,4.65,246.7
2009,4,26,25.92,30.49,27.86,75.82,0.09,5.12,4.06,4.52,239.8
2009,4,27,25.86,29.92,27.65,76.61,0.02,6.2,3.54,4.15,250.1
2009,4,28,25.73,30.9,28.05,73.72,0.03,6.46,2.69,3.27,263.5
2009,4,29,25.85,30.95,28.02,75.1,0.1,6.16,3.08,4.54,273.2
2009,4,30,26.04,29.99,27.69,77.16,0.12,4.99,3.05,4.25,254.6
2009,5,1,26.05,30.78,27.95,75.44,5.66,5.83,3.41,4.47,258.3
2009,5,2,25.89,28.28,26.84,81.52,15.45,4.07,4.38,6.61,248.8
2009,5,3,25.56,28.89,26.94,79.03,4.51,4.98,4.47,5.7,256.1
2009,5,4,25.71,28.12,26.86,81.96,22.04,4.7,4.12,5.32,268.3
2009,5,5,25.62,28.12,26.7,82.45,5.43,5.88,4.9,7.26,255.8
2009,5,6,25.27,29.66,27.07,78.44,1.67,5.7,4.0,5.51,268.1
2009,5,7,25.55,30.4,27.79,77.99,0.26,6.51,4.61,6.1,253.3
2009,5,8,26.28,30.4,27.94,76.52,0.48,6.37,4.52,5.36,250.3
2009,5,9,26.08,28.78,27.27,81.36,3.15,3.58,4.12,4.76,250.2
2009,5,10,25.46,29.8,27.32,77.68,1.76,4.53,4.63,6.66,248.2
2009,5,11,25.19,30.02,27.25,77.95,1.35,5.59,3.97,4.68,251.9
2009,5,12,25.05,29.71,27.25,75.61,1.78,5.84,4.0,4.78,219.7
2009,5,13,26.25,28.74,27.3,81.46,4.22,2.99,4.95,5.7,246.5
2009,5,14,25.28,28.64,26.6,79.13,5.21,3.41,4.78,5.63,242.2
2009,5,15,25.15,27.83,26.35,81.5,3.44,4.25,4.53,5.56,252.1
2009,5,16,25.84,27.94,26.62,84.85,30.29,4.82,5.22,6.25,232.6
2009,5,17,25.41,28.92,27.02,80.94,10.27,4.38,5.6,6.97,224.8
2009,5,18,25.68,29.91,27.85,73.9,0.6,5.04,2.96,6.11,217.9
2009,5,19,26.15,29.74,27.66,75.45,0.54,6.12,3.39,4.71,229.9
2009,5,20,25.91,29.43,27.31,78.94,2.28,4.0,5.13,5.84,224.4
2009,5,21,25.54,28.56,26.89,79.36,1.08,5.99,5.34,6.8,225.6
2009,5,22,24.94,31.31,28.04,71.47,0.08,6.37,3.92,6.35,216.5
2009,5,23,26.0,31.09,28.39,69.73,0.05,5.85,1.92,3.58,187.5
2009,5,24,26.19,31.18,28.45,73.23,0.57,6.61,3.53,4.62,191.6
2009,5,25,26.13,30.3,27.95,76.85,2.55,4.83,4.94,5.63,203.4
2009,5,26,26.24,30.0,27.75,74.91,2.13,4.77,3.93,5.07,203.1
2009,5,27,25.51,30.67,28.0,72.87,6.37,5.54,3.81,5.41,207.3
2009,5,28,25.99,29.37,27.47,73.83,1.05,3.23,4.04,5.26,223.9
2009,5,29,25.71,28.82,26.87,80.94,10.15,3.23,7.22,9.04,216.9
2009,5,30,25.16,30.11,27.38,73.61,0.3,4.75,5.55,7.41,210.8
2009,5,31,25.62,30.93,28.04,72.61,0.15,5.73,2.72,3.87,235.1
2009,6,1,26.2,30.08,27.81,77.87,0.02,6.47,2.74,3.91,252.3
2009,6,2,26.27,30.0,27.75,80.98,0.02,5.16,5.15,6.2,228.2
2009,6,3,26.52,29.65,27.7,79.78,0.03,5.42,7.86,9.77,214.9
2009,6,4,26.43,28.79,27.42,79.76,0.02,5.29,8.32,9.48,207.0
2009,6,5,26.36,29.52,27.61,79.31,0.0,5.29,7.05,8.21,207.8
