-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2005 through 06/30/2025 in LST
Location: latitude  5.1617   longitude 95.4359 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 513.22 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,T2M_MIN,T2M_MAX,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS10M,WS10M_MAX,WD10M
2005,2,12,22.01,28.96,24.98,84.3,1.55,4.81,2.99,4.79,53.0
2005,2,13,21.29,29.6,25.14,79.88,0.54,6.16,2.62,5.66,61.4
2005,2,14,21.8,29.03,24.85,78.82,0.25,6.19,2.11,3.23,48.3
2005,2,15,21.66,28.45,25.07,82.26,0.0,5.82,2.03,3.42,56.2
2005,2,16,22.04,29.21,25.36,81.25,0.71,4.91,1.57,2.69,186.9
2005,2,17,22.7,25.17,23.81,86.56,2.89,2.91,1.52,1.87,339.2
2005,2,18,21.83,29.77,25.38,79.71,0.27,5.55,2.28,3.78,38.6
2005,2,19,22.11,28.57,24.91,82.63,0.16,5.55,3.99,5.3,36.1
2005,2,20,21.57,29.11,25.01,80.55,0.31,6.11,3.26,5.34,59.0
2005,2,21,21.13,29.6,25.16,77.77,0.22,5.81,1.97,3.78,95.7
2005,2,22,22.21,29.86,25.83,76.24,0.17,5.37,1.49,3.0,43.7
2005,2,23,23.45,28.59,25.49,80.27,0.04,5.73,2.44,4.15,42.1
2005,2,24,22.68,30.48,26.25,76.21,0.04,6.34,2.1,4.34,65.0
2005,2,25,23.61,28.1,25.46,83.4,0.39,5.15,1.31,2.47,324.9
2005,2,26,22.79,28.83,25.25,82.61,6.34,3.46,1.89,2.77,309.0
2005,2,27,22.92,28.51,25.23,81.47,1.14,5.85,1.8,2.29,252.6
2005,2,28,23.26,26.8,24.49,87.56,0.61,2.89,2.87,3.94,324.8
2005,3,1,23.11,27.56,25.22,87.65,4.84,5.35,2.86,5.78,39.6
2005,3,2,22.88,27.18,24.55,86.08,6.54,4.71,3.62,4.5,168.8
2005,3,3,22.15,30.06,25.72,78.43,1.39,5.45,2.39,4.44,125.5
2005,3,4,23.11,28.76,25.37,82.06,2.99,5.31,1.95,2.84,62.8
2005,3,5,22.65,27.62,25.02,83.41,0.81,5.52,2.38,5.18,83.3
2005,3,6,21.83,29.8,25.83,76.44,1.99,5.08,1.61,2.36,75.3
2005,3,7,22.83,28.25,25.1,81.76,2.04,5.52,2.09,4.14,28.8
2005,3,8,22.97,27.38,24.88,83.59,0.41,5.74,1.86,3.28,123.5
2005,3,9,22.19,30.04,25.54,76.06,0.08,6.54,1.96,2.96,43.1
2005,3,10,21.87,30.59,25.47,74.8,0.0,6.45,2.53,3.54,23.8
2005,3,11,20.92,31.08,25.89,67.0,0.01,6.26,1.79,3.62,46.1
2005,3,12,22.4,31.01,26.21,72.18,0.0,6.42,1.4,2.26,349.6
2005,3,13,22.52,29.61,25.65,74.74,0.15,5.92,1.52,2.98,21.8
2005,3,14,22.97,28.35,25.1,78.75,2.53,3.74,1.97,2.91,68.4
2005,3,15,22.54,29.42,25.38,79.27,0.63,5.82,1.75,2.96,288.7
2005,3,16,22.97,29.6,25.83,76.4,14.75,4.73,2.27,3.13,162.1
2005,3,17,23.39,29.33,25.91,80.9,4.47,5.53,2.14,4.18,41.6
2005,3,18,22.8,30.9,26.32,76.57,0.1,5.71,2.84,4.12,53.1
2005,3,19,22.92,30.52,26.31,77.02,0.24,5.49,2.86,5.54,44.0
2005,3,20,22.64,28.46,25.24,79.48,0.45,5.23,2.74,4.13,104.1
2005,3,21,23.28,27.74,24.86,85.26,7.07,4.54,4.02,6.09,162.7
2005,3,22,22.62,27.73,24.71,84.65,14.42,3.62,2.18,2.65,241.9
2005,3,23,22.57,28.45,24.88,82.41,0.37,5.6,2.42,4.17,168.1
2005,3,24,23.13,28.81,25.52,81.49,2.72,5.26,1.45,2.16,77.3
2005,3,25,23.6,29.92,25.87,78.5,10.6,4.43,1.8,3.24,292.9
2005,3,26,22.83,26.88,24.5,85.28,22.73,3.67,2.34,3.03,193.9
2005,3,27,22.33,28.38,24.98,82.88,12.11,5.83,1.92,3.33,170.1
2005,3,28,23.33,24.96,23.97,92.8,20.37,3.99,3.62,5.21,209.2
2005,3,29,22.19,25.24,23.41,91.21,10.37,5.33,3.26,5.09,205.7
2005,3,30,21.7,27.15,24.15,87.59,0.7,3.6,2.89,3.83,172.3
2005,3,31,23.06,26.11,24.14,91.19,1.93,5.09,3.38,4.43,210.0
2005,4,1,22.53,28.78,24.88,84.9,0.52,5.34,3.96,6.15,164.2
2005,4,2,22.44,27.24,24.4,86.82,1.1,5.64,4.17,6.06,155.5
2005,4,3,22.75,28.16,25.26,83.08,1.65,5.62,1.45,2.92,133.1
2005,4,4,22.64,25.92,24.28,89.78,0.91,6.01,2.27,3.54,187.5
2005,4,5,21.87,28.61,24.76,81.56,1.24,5.93,2.41,3.32,196.5
2005,4,6,22.11,27.72,24.63,80.46,2.91,6.29,2.22,3.29,276.7
2005,4,7,22.28,28.09,24.96,80.02,0.41,6.11,1.83,2.9,181.6
2005,4,8,22.08,26.72,24.1,81.65,1.06,5.62,3.73,5.35,183.7
2005,4,9,21.34,25.07,22.83,87.82,3.74,5.01,3.77,5.23,165.3
2005,4,10,20.99,28.55,24.73,80.69,0.37,6.59,2.02,2.63,214.5
2005,4,11,23.09,27.48,24.86,83.05,0.22,6.1,2.12,3.44,198.2
2005,4,12,23.27,30.34,26.15,76.22,0.35,6.85,1.21,2.78,315.1
2005,4,13,23.13,31.09,26.45,76.69,1.13,6.55,1.42,2.31,330.7
2005,4,14,23.23,30.61,26.35,77.52,6.81,6.13,1.62,2.59,21.8
2005,4,15,23.41,28.82,25.69,78.92,3.02,5.94,1.29,2.78,125.9
2005,4,16,22.34,25.95,23.99,87.51,2.51,3.81,3.8,5.06,166.8
2005,4,17,21.81,26.0,23.56,86.97,1.74,5.96,2.18,3.13,191.1
2005,4,18,22.2,28.32,24.94,81.97,8.99,6.29,1.33,2.34,230.8
2005,4,19,21.96,30.73,26.12,73.89,1.58,6.68,1.65,2.96,9.7
2005,4,20,22.71,30.67,26.53,74.93,19.19,6.47,1.59,3.61,72.2
2005,4,21,23.23,28.8,25.65,80.57,9.94,4.89,1.71,2.27,170.2
2005,4,22,23.23,29.1,25.78,81.37,1.18,5.26,1.27,2.36,200.3
2005,4,23,23.81,27.81,25.37,87.28,13.43,4.8,2.16,3.3,204.4
2005,4,24,23.74,27.22,24.91,89.73,5.13,3.96,2.85,4.38,283.3
2005,4,25,23.31,26.9,24.89,87.12,0.81,6.44,1.96,3.36,308.5
2005,4,26,23.37,28.27,25.53,84.56,4.73,5.44,1.9,2.45,304.2
2005,4,27,23.57,26.66,24.9,87.37,7.83,4.36,2.2,2.65,277.4
2005,4,28,23.19,27.74,25.12,86.16,0.79,5.62,2.0,2.42,235.4
2005,4,29,23.38,28.63,25.6,86.62,2.37,6.02,1.67,2.58,185.4
2005,4,30,23.47,26.98,24.99,90.07,8.25,5.23,2.24,2.85,262.3
2005,5,1,22.59,27.57,24.77,86.06,13.24,4.07,2.19,3.84,221.3
2005,5,2,22.81,28.72,25.23,86.15,3.26,4.06,2.23,3.35,258.8
2005,5,3,23.73,26.25,24.84,92.22,4.53,5.29,3.99,6.9,239.6
2005,5,4,23.08,27.74,24.92,86.08,3.09,4.63,2.44,4.13,260.8
2005,5,5,22.79,28.14,24.88,85.84,1.24,4.48,3.59,5.6,275.3
2005,5,6,22.85,27.53,24.88,84.16,0.91,5.02,2.35,3.34,230.1
2005,5,7,22.99,27.89,24.78,86.77,4.86,3.99,3.77,6.26,225.1
2005,5,8,23.2,26.49,24.44,89.0,10.18,4.13,4.27,5.67,227.2
2005,5,9,23.18,25.84,24.2,90.25,9.19,2.88,5.62,7.17,229.5
2005,5,10,23.52,26.61,24.6,89.23,7.53,3.6,5.45,7.08,231.5
2005,5,11,22.88,26.28,24.32,88.32,18.33,3.35,4.89,7.38,230.9
2005,5,12,22.72,25.56,23.95,90.52,7.77,2.83,4.77,6.87,242.4
2005,5,13,22.47,26.74,24.48,87.98,4.19,4.99,3.22,4.61,275.4
2005,5,14,22.93,27.03,24.74,86.55,10.62,5.09,3.7,5.27,279.6
2005,5,15,22.78,26.71,24.66,88.72,14.35,2.71,3.27,4.94,245.4
2005,5,16,22.94,27.04,24.62,86.53,5.68,3.33,3.22,5.24,272.3
2005,5,17,22.43,27.64,24.75,85.8,0.95,6.19,2.38,4.24,238.9
2005,5,18,23.02,26.95,24.88,87.07,1.14,6.41,1.99,2.85,220.9
2005,5,19,22.7,28.94,25.48,81.61,0.2,6.36,1.96,2.65,231.7
2005,5,20,22.21,28.73,25.12,81.97,0.03,6.3,1.98,3.25,213.5
2005,5,21,22.23,29.16,25.24,77.29,0.0,6.63,2.11,2.96,213.8
2005,5,22,21.36,29.13,25.04,77.99,0.0,6.39,2.58,4.25,197.8
2005,5,23,22.44,28.9,25.27,79.82,0.01,6.37,2.6,3.84,197.9
2005,5,24,22.33,27.19,24.55,83.5,0.01,5.27,2.07,3.16,223.4
2005,5,25,22.82,26.93,24.44,83.86,1.34,4.09,1.65,2.36,266.1
2005,5,26,22.84,29.46,25.58,80.37,16.08,5.92,1.58,3.06,313.0
2005,5,27,23.1,26.21,24.33,86.58,10.31,5.11,1.68,2.87,221.8
2005,5,28,22.1,27.99,24.7,85.14,0.94,5.43,2.1,3.15,214.0
2005,5,29,23.38,27.0,24.83,84.87,0.94,5.41,1.68,2.45,229.0
2005,5,30,22.86,26.5,24.37,91.26,0.89,3.29,3.1,5.54,240.7
2005,5,31,22.51,26.76,24.26,87.46,1.27,3.35,2.34,3.48,227.7
2005,6,1,22.54,26.99,24.53,87.99,3.8,5.62,2.66,3.89,200.9
2005,6,2,23.0,26.97,24.67,86.84,5.67,4.78,3.04,4.92,225.2
2005,6,3,22.81,26.66,24.47,89.08,29.01,5.7,3.28,5.04,202.9
2005,6,4,23.35,26.18,24.47,90.14,11.29,3.17,4.02,5.48,210.6
2005,6,5,22.92,25.59,24.06,92.08,0.39,4.17,2.44,4.15,234.2
2005,6,6,22.12,27.03,24.34,86.22,4.39,6.44,2.45,4.22,232.9
2005,6,7,22.18,26.16,23.81,89.34,4.03,4.01,3.38,4.93,228.2
2005,6,8,22.24,26.09,24.05,89.54,0.68,4.27,3.6,4.43,226.3
2005,6,9,23.15,26.91,24.56,89.08,1.56,3.14,3.3,4.38,212.5
2005,6,10,22.76,25.79,24.27,89.57,4.05,5.53,1.89,3.04,293.9
2005,6,11,23.02,28.67,25.27,81.47,1.25,6.05,2.02,3.51,287.4
2005,6,12,22.98,26.65,24.49,88.48,3.17,4.75,3.45,5.08,217.8
2005,6,13,22.36,26.9,24.14,87.08,5.36,4.6,3.98,5.02,197.1
2005,6,14,21.83,25.76,23.77,87.1,1.24,3.77,3.57,5.95,232.4
2005,6,15,22.6,27.18,24.45,85.57,1.47,5.72,3.11,4.89,241.5
2005,6,16,22.22,25.84,23.8,88.62,5.43,3.58,4.0,6.44,219.6
2005,6,17,23.06,26.57,24.42,88.5,22.19,2.43,5.01,7.79,233.6
2005,6,18,22.82,26.42,24.35,88.99,17.27,3.76,5.0,7.83,236.8
2005,6,19,22.01,25.08,23.51,91.33,36.69,3.28,5.36,7.4,237.0
2005,6,20,21.5,24.52,22.77,89.23,7.68,3.96,5.46,6.13,192.0
2005,6,21,21.5,26.13,23.53,86.24,0.13,5.14,3.31,5.37,210.9
2005,6,22,21.83,25.69,23.74,86.86,1.02,5.76,2.73,3.81,205.8
2005,6,23,21.97,26.28,23.88,89.37,5.76,5.63,3.63,4.93,189.2
2005,6,24,22.48,25.19,23.65,90.91,2.83,3.2,3.67,5.2,193.2
2005,6,25,21.95,24.93,23.21,88.83,2.2,4.44,3.88,6.6,178.3
2005,6,26,21.43,26.06,23.6,88.51,0.46,6.26,3.07,4.45,184.4
2005,6,27,22.03,26.59,23.97,87.7,0.11,6.17,2.71,4.23,203.4
2005,6,28,22.05,25.19,23.35,89.75,0.24,5.79,3.69,5.62,186.7
2005,6,29,21.76,24.84,22.99,90.3,0.17,5.9,2.93,4.11,189.8
2005,6,30,21.25,28.02,24.23,82.03,0.03,5.71,2.8,3.85,176.9
2005,7,1,21.5,27.0,24.14,84.77,0.06,5.2,1.85,2.8,191.4
2005,7,2,22.32,27.21,24.41,84.8,0.04,6.51,2.33,3.62,229.1
2005,7,3,22.36,26.35,24.0,86.95,0.14,6.33,3.49,5.07,225.1
2005,7,4,21.62,27.17,23.86,83.03,0.13,6.05,3.13,4.95,194.4
2005,7,5,21.2,27.98,24.35,82.24,0.33,6.43,2.7,3.67,234.0
2005,7,6,22.05,25.35,23.54,86.83,10.32,3.44,3.34,5.92,241.3
2005,7,7,21.06,25.89,23.24,84.41,3.44,5.42,3.37,5.36,207.4
2005,7,8,21.99,25.93,23.87,88.03,0.69,5.25,3.95,6.67,208.5
2005,7,9,22.86,26.11,24.27,86.74,0.57,5.51,3.3,4.18,229.0
2005,7,10,21.98,26.01,23.76,85.36,0.75,5.01,3.28,4.8,250.3
2005,7,11,21.4,27.05,24.02,86.06,1.5,5.78,3.35,5.42,264.3
2005,7,12,22.31,26.17,24.11,91.0,10.72,3.64,5.12,8.95,265.7
2005,7,13,21.96,24.32,22.93,92.07,8.73,3.75,3.91,6.86,233.0
2005,7,14,21.71,25.3,23.12,91.39,34.07,3.47,3.99,5.83,213.2
2005,7,15,21.43,26.6,23.75,84.65,3.18,3.58,2.63,4.18,198.1
2005,7,16,21.01,28.16,24.54,77.19,0.01,6.01,1.58,2.44,314.0
2005,7,17,22.65,27.25,24.45,83.71,3.67,5.72,1.97,3.29,281.0
2005,7,18,22.18,25.88,23.62,87.03,1.16,4.34,2.79,4.04,201.7
2005,7,19,21.53,24.15,22.64,91.92,31.29,5.61,4.75,6.97,184.4
2005,7,20,21.28,23.57,22.44,91.31,10.56,3.61,4.9,6.45,202.0
2005,7,21,20.96,25.68,23.01,89.46,1.04,5.2,4.72,7.23,194.9
2005,7,22,22.09,24.21,22.99,90.26,2.49,3.32,5.78,9.03,229.1
2005,7,23,22.18,24.42,23.12,91.39,5.23,4.24,5.25,7.28,202.8
2005,7,24,21.3,24.73,23.02,90.98,1.42,4.44,4.07,6.01,180.9
2005,7,25,21.18,25.75,23.17,89.0,0.34,6.05,3.95,6.33,194.6
2005,7,26,20.69,26.59,23.32,89.0,0.02,5.9,3.97,6.42,191.5
2005,7,27,21.29,27.4,24.04,85.97,0.0,6.4,3.66,5.15,189.3
2005,7,28,21.67,26.98,24.08,85.28,0.0,5.81,3.06,4.3,186.2
2005,7,29,21.79,27.41,24.27,85.68,0.02,6.08,2.86,3.86,200.3
2005,7,30,22.25,26.61,23.86,87.24,0.72,4.72,4.91,7.18,201.1
2005,7,31,21.5,25.41,23.38,88.32,7.47,3.14,5.7,7.92,206.9
2005,8,1,22.48,25.18,23.66,87.47,11.51,3.66,4.57,5.99,207.2
2005,8,2,22.41,25.8,23.83,86.78,3.06,5.01,2.73,3.66,221.8
2005,8,3,21.45,27.14,23.93,85.69,0.19,6.0,2.68,4.29,198.7
2005,8,4,21.71,26.02,23.57,83.57,0.22,4.25,3.16,5.11,208.1
2005,8,5,21.45,27.34,23.9,84.89,0.12,6.25,3.12,4.91,218.1
2005,8,6,22.02,26.39,23.76,86.35,0.05,6.3,3.6,4.77,204.1
2005,8,7,21.81,26.64,23.97,87.29,0.22,6.41,4.1,5.64,195.6
2005,8,8,22.1,26.69,24.2,87.93,0.38,5.33,5.07,7.37,199.0
2005,8,9,22.66,25.47,23.82,89.82,0.49,5.64,5.01,7.25,200.5
2005,8,10,22.11,25.68,23.86,89.39,0.35,6.22,3.8,4.97,203.3
2005,8,11,22.74,26.1,24.09,89.0,8.07,4.54,5.76,7.7,216.2
2005,8,12,22.74,26.06,23.98,87.57,9.05,4.9,6.76,7.77,206.8
2005,8,13,22.35,25.87,23.73,88.26,11.16,4.91,5.42,7.3,194.5
2005,8,14,21.51,26.34,23.8,86.27,1.08,4.48,2.99,4.91,173.6
2005,8,15,22.22,27.78,24.52,83.86,0.14,2.71,2.09,3.76,175.9
2005,8,16,22.66,28.09,24.78,82.42,0.07,5.21,1.61,2.89,271.0
2005,8,17,21.8,26.13,23.56,83.79,0.55,6.28,3.04,4.85,183.4
2005,8,18,21.69,25.88,23.36,88.8,8.48,4.65,5.59,8.26,182.9
2005,8,19,21.29,25.53,23.14,87.66,9.48,5.11,3.48,4.71,184.4
2005,8,20,21.76,24.11,22.82,91.41,4.7,4.1,2.78,4.33,203.5
2005,8,21,21.35,25.53,23.21,88.3,2.21,5.3,3.06,4.55,196.6
2005,8,22,21.87,26.14,23.48,85.92,1.14,3.78,3.53,4.98,202.9
2005,8,23,21.11,26.44,23.4,84.61,2.48,4.37,1.82,2.97,266.1
2005,8,24,21.59,25.1,23.09,88.57,16.14,4.36,2.85,4.62,267.6
2005,8,25,21.7,24.22,22.75,92.11,7.02,2.28,4.51,7.77,285.0
2005,8,26,21.25,24.54,22.61,87.45,6.82,4.15,3.94,4.54,267.1
2005,8,27,20.84,25.97,23.12,85.53,2.61,5.48,3.65,5.52,238.4
2005,8,28,21.85,25.68,23.44,84.88,0.78,5.0,2.92,4.32,237.5
2005,8,29,21.57,26.6,23.86,86.43,0.77,6.34,3.49,6.12,229.9
2005,8,30,21.83,25.79,23.7,88.31,2.74,5.47,2.89,3.9,231.1
2005,8,31,21.99,25.53,23.68,89.79,12.95,3.95,2.77,4.98,246.5
2005,9,1,22.59,25.84,23.79,89.94,39.48,4.13,3.6,4.26,226.6
2005,9,2,22.24,25.35,23.47,90.91,9.91,3.6,4.84,6.92,208.0
2005,9,3,21.96,24.89,23.46,92.3,27.75,4.01,5.36,8.72,212.2
2005,9,4,22.16,24.75,23.23,90.36,10.25,3.61,4.27,5.64,207.4
2005,9,5,21.85,25.63,23.47,89.91,4.72,4.05,3.43,4.59,185.9
2005,9,6,21.67,26.1,23.47,89.11,1.9,4.8,4.23,5.36,198.6
2005,9,7,21.21,26.47,23.24,88.06,0.89,5.72,3.91,5.83,169.8
2005,9,8,20.92,26.62,23.59,86.3,0.05,5.95,3.84,6.59,173.3
2005,9,9,21.55,26.37,23.63,87.05,0.0,6.34,3.75,5.8,173.2
2005,9,10,21.32,27.48,23.83,87.03,0.0,6.89,3.88,5.77,178.3
2005,9,11,21.51,27.66,24.25,84.69,0.0,6.45,2.89,4.14,198.3
2005,9,12,21.82,28.19,24.5,83.32,0.0,6.48,2.16,3.13,216.8
2005,9,13,21.71,26.58,23.76,82.54,0.24,5.67,1.94,3.01,222.2
2005,9,14,20.85,27.4,23.93,81.6,0.15,4.76,2.12,2.56,245.5
2005,9,15,21.71,27.21,24.09,84.57,0.13,6.76,2.55,4.52,241.5
2005,9,16,21.5,25.65,23.24,83.27,0.22,6.37,3.46,5.47,226.8
2005,9,17,22.0,26.59,23.87,85.36,2.66,6.37,4.26,6.32,230.6
2005,9,18,21.48,24.96,23.08,86.91,17.41,4.78,4.64,6.14,230.6
2005,9,19,21.88,26.42,23.67,83.5,5.04,3.09,4.37,6.47,223.1
2005,9,20,21.42,27.45,24.0,84.87,0.38,4.37,2.21,3.68,224.1
2005,9,21,21.56,28.23,24.72,80.73,0.53,6.62,1.93,3.37,182.9
2005,9,22,22.77,28.92,25.2,82.2,1.45,4.08,1.38,1.97,262.9
2005,9,23,22.52,26.93,24.28,82.72,1.52,2.27,1.69,2.29,318.9
2005,9,24,21.55,27.64,24.12,84.57,0.51,6.64,2.89,4.18,300.2
2005,9,25,21.84,26.82,23.86,85.6,0.47,5.92,3.47,5.16,227.2
2005,9,26,21.42,25.19,22.83,88.59,5.53,5.09,4.36,7.17,239.7
2005,9,27,21.3,23.19,22.1,90.39,2.57,4.42,3.11,4.89,219.0
2005,9,28,21.08,24.37,22.82,89.67,0.2,4.89,2.01,2.94,203.5
2005,9,29,21.85,27.3,24.22,84.12,1.04,5.81,1.88,3.09,271.0
2005,9,30,21.82,24.92,23.24,87.57,0.8,2.87,2.14,2.97,236.9
2005,10,1,21.52,27.0,23.77,86.63,6.05,5.37,2.43,3.71,242.5
2005,10,2,21.95,25.61,23.44,89.18,3.63,4.79,2.95,4.05,269.3
2005,10,3,21.69,25.46,23.13,90.38,3.19,4.82,3.54,5.73,232.8
2005,10,4,21.02,24.61,22.47,89.37,5.62,3.07,3.6,5.92,194.2
2005,10,5,20.82,25.54,22.94,88.28,1.32,6.04,2.69,4.05,243.5
2005,10,6,21.71,26.74,23.82,85.76,1.86,5.01,2.91,4.51,278.9
2005,10,7,22.12,26.02,23.65,89.64,6.05,2.82,3.41,5.69,277.1
2005,10,8,22.42,25.6,23.48,91.75,37.69,1.74,3.49,6.7,291.4
2005,10,9,22.04,25.86,23.82,89.55,25.69,3.51,3.19,5.0,295.3
2005,10,10,22.34,24.83,23.45,93.36,16.08,3.84,3.89,6.11,252.0
2005,10,11,21.85,26.29,23.71,91.02,2.41,4.4,3.2,4.99,213.5
2005,10,12,22.52,24.69,23.31,91.8,5.98,3.19,4.4,6.03,266.6
2005,10,13,22.18,26.4,23.8,87.77,4.13,5.22,3.82,6.13,294.6
2005,10,14,21.87,26.05,23.56,87.79,3.95,3.97,2.43,3.16,269.5
2005,10,15,22.23,24.68,23.29,92.47,22.49,3.58,3.54,4.47,229.3
2005,10,16,21.99,24.78,23.1,91.43,7.83,4.36,4.35,6.01,174.7
2005,10,17,21.47,25.15,23.01,88.99,1.98,4.2,2.44,3.8,203.9
2005,10,18,21.44,26.14,23.27,84.93,0.73,4.4,1.62,2.7,258.9
2005,10,19,21.29,25.89,23.29,88.68,2.72,4.35,2.85,4.4,272.5
2005,10,20,21.8,24.6,22.92,90.66,3.34,3.27,3.15,4.49,316.2
2005,10,21,21.61,24.97,23.02,91.19,3.32,2.59,3.39,5.84,270.5
2005,10,22,21.9,25.58,23.48,89.64,1.56,4.08,2.73,3.6,236.3
2005,10,23,21.96,25.48,23.38,90.52,1.79,4.27,3.39,4.87,200.9
2005,10,24,21.44,25.31,22.99,92.11,9.47,1.85,3.96,7.5,246.5
2005,10,25,20.87,25.66,22.92,88.47,0.55,5.44,2.57,4.09,201.1
