Date,Year,Month,Day,UWND,VWND,WSPD,WDIR
2007-01-15,2007,1,15,,,8.0,224.9
2007-01-16,2007,1,16,,,7.9,219.6
2007-01-17,2007,1,17,,,7.6,225.3
2007-01-18,2007,1,18,,,7.6,216.1
2007-01-19,2007,1,19,,,8.0,211.4
2007-01-20,2007,1,20,,,8.3,211.1
2007-01-21,2007,1,21,,,7.2,206.8
2007-01-22,2007,1,22,,,7.6,205.3
2007-01-23,2007,1,23,,,7.9,208.2
2007-01-24,2007,1,24,,,8.6,215.0
2007-01-25,2007,1,25,,,7.8,251.1
2007-01-26,2007,1,26,,,6.9,262.3
2007-01-27,2007,1,27,,,8.3,242.1
2007-01-28,2007,1,28,,,8.8,244.2
2007-01-29,2007,1,29,,,8.4,239.7
2007-01-30,2007,1,30,,,7.8,231.6
2007-01-31,2007,1,31,,,7.5,229.9
2007-02-01,2007,2,1,,,7.6,240.0
2007-02-02,2007,2,2,,,7.7,241.2
2007-02-03,2007,2,3,,,7.0,232.3
2007-02-04,2007,2,4,,,6.4,225.8
2007-02-05,2007,2,5,,,5.9,236.4
2007-02-06,2007,2,6,,,5.1,233.5
2007-02-07,2007,2,7,,,6.3,252.4
2007-02-08,2007,2,8,,,6.1,242.0
2007-02-09,2007,2,9,,,7.6,250.4
2007-02-10,2007,2,10,,,7.1,240.2
2007-02-11,2007,2,11,,,5.5,237.1
2007-02-12,2007,2,12,,,4.5,240.1
2007-02-13,2007,2,13,,,3.5,254.9
2007-02-14,2007,2,14,,,2.1,246.3
2007-02-15,2007,2,15,,,3.9,207.4
2007-02-16,2007,2,16,,,4.0,216.2
2007-02-17,2007,2,17,,,5.4,207.7
2007-02-18,2007,2,18,,,6.8,215.1
2007-02-19,2007,2,19,,,6.7,214.6
2007-02-20,2007,2,20,,,7.5,203.8
2007-02-21,2007,2,21,,,7.2,204.6
2007-02-22,2007,2,22,,,6.6,217.3
2007-02-23,2007,2,23,,,5.3,238.1
2007-04-18,2007,4,18,0.5,1.3,1.4,19.7
2007-04-19,2007,4,19,,,1.1,258.7
2007-04-20,2007,4,20,,,2.0,237.5
2007-04-21,2007,4,21,1.0,,1.0,109.2
2007-04-22,2007,4,22,1.3,,1.3,94.3
2007-04-23,2007,4,23,1.8,,2.1,122.0
2007-04-24,2007,4,24,1.8,,2.1,121.7
2007-04-25,2007,4,25,,,2.4,262.4
2007-04-26,2007,4,26,,0.5,1.8,287.4
2007-04-27,2007,4,27,,,3.5,235.1
2007-04-28,2007,4,28,,,1.2,214.6
2007-04-29,2007,4,29,0.3,,0.8,161.9
2007-04-30,2007,4,30,0.7,,2.3,163.1
2007-05-01,2007,5,1,0.9,,2.9,162.6
2007-05-02,2007,5,2,3.6,,4.0,117.8
2007-05-03,2007,5,3,4.3,2.5,5.0,59.7
2007-05-04,2007,5,4,4.5,3.6,5.8,51.3
2007-05-05,2007,5,5,5.5,4.1,6.9,52.9
2007-05-06,2007,5,6,4.3,5.2,6.7,40.2
2007-05-07,2007,5,7,5.7,5.5,7.9,46.0
2007-05-08,2007,5,8,8.1,4.1,9.1,63.2
2007-05-09,2007,5,9,8.5,4.5,9.7,62.0
2007-05-10,2007,5,10,8.3,6.1,10.4,53.6
2007-05-11,2007,5,11,9.2,7.7,11.9,50.1
2007-05-12,2007,5,12,9.6,6.8,11.8,54.7
2007-05-13,2007,5,13,7.8,4.0,8.7,62.9
2007-05-14,2007,5,14,7.8,6.4,10.1,50.9
2007-05-15,2007,5,15,7.0,6.1,9.3,48.6
2007-05-16,2007,5,16,5.5,6.2,8.3,41.3
2007-05-17,2007,5,17,5.6,6.4,8.5,41.4
2007-05-18,2007,5,18,5.1,5.3,7.3,43.8
2007-05-19,2007,5,19,5.0,5.3,7.3,43.2
2007-05-20,2007,5,20,3.8,6.6,7.6,29.8
2007-05-21,2007,5,21,4.2,6.4,7.7,33.4
2007-05-22,2007,5,22,2.5,5.0,5.6,26.3
2007-05-23,2007,5,23,1.3,4.2,4.4,16.9
2007-05-24,2007,5,24,2.0,3.1,3.7,32.1
2007-05-25,2007,5,25,2.9,3.5,4.5,40.3
2007-05-26,2007,5,26,2.9,2.5,3.9,49.2
2007-05-27,2007,5,27,3.4,1.9,3.9,60.4
2007-05-28,2007,5,28,5.1,2.0,5.5,68.4
2007-05-29,2007,5,29,5.3,0.5,5.3,84.5
2007-05-30,2007,5,30,5.2,2.2,5.6,67.3
2007-05-31,2007,5,31,2.4,0.0,2.4,89.6
2007-06-01,2007,6,1,3.3,2.8,4.3,49.1
2007-06-02,2007,6,2,3.3,3.4,4.7,43.9
2007-06-03,2007,6,3,4.0,2.6,4.7,57.1
2007-06-04,2007,6,4,2.4,3.9,4.6,31.1
2007-06-05,2007,6,5,4.0,5.1,6.4,37.9
2007-06-06,2007,6,6,3.4,5.0,6.0,34.5
2007-06-07,2007,6,7,3.6,3.6,5.2,45.1
2007-06-08,2007,6,8,4.5,4.4,6.3,45.7
2007-06-09,2007,6,9,5.3,1.7,5.5,71.7
2007-06-10,2007,6,10,5.5,3.6,6.5,56.4
2007-06-11,2007,6,11,6.0,3.7,7.1,58.4
2007-06-12,2007,6,12,3.4,5.2,6.2,33.5
2007-06-13,2007,6,13,1.1,5.1,5.2,12.2
2007-06-14,2007,6,14,0.6,7.9,7.9,4.4
2007-06-15,2007,6,15,5.1,7.1,8.7,35.8
2007-06-16,2007,6,16,5.6,5.7,7.9,44.5
2007-06-17,2007,6,17,6.6,3.5,7.5,61.8
2007-06-18,2007,6,18,9.0,3.4,9.6,69.1
2007-06-19,2007,6,19,10.5,2.1,10.7,78.7
2007-06-20,2007,6,20,9.3,7.5,12.0,51.3
2007-06-21,2007,6,21,7.1,9.3,11.7,37.4
2007-06-22,2007,6,22,3.4,6.5,7.4,27.4
2007-06-23,2007,6,23,0.5,2.4,2.5,11.7
2007-06-24,2007,6,24,2.6,1.8,3.2,56.2
2007-06-25,2007,6,25,5.0,4.6,6.8,47.6
2007-06-26,2007,6,26,5.7,7.1,9.1,38.7
2007-06-27,2007,6,27,6.6,8.5,10.8,37.9
2007-06-28,2007,6,28,4.5,10.0,11.0,24.4
2007-06-29,2007,6,29,2.5,8.7,9.0,16.1
2007-06-30,2007,6,30,2.8,7.4,7.9,20.3
2007-07-01,2007,7,1,2.7,7.5,8.0,20.0
2007-07-02,2007,7,2,3.9,7.2,8.2,28.8
2007-07-03,2007,7,3,4.5,7.0,8.3,32.3
2007-07-04,2007,7,4,5.8,6.2,8.5,43.1
2007-07-05,2007,7,5,7.4,5.9,9.5,51.5
2007-07-06,2007,7,6,7.9,6.6,10.2,50.1
2007-07-07,2007,7,7,7.3,6.1,9.5,49.9
2007-07-08,2007,7,8,7.9,5.2,9.5,56.8
2007-07-09,2007,7,9,7.9,5.3,9.5,55.9
2007-07-10,2007,7,10,7.2,6.3,9.6,48.6
2007-07-11,2007,7,11,6.5,7.8,10.1,39.7
2007-07-12,2007,7,12,7.6,7.1,10.4,46.9
2007-07-13,2007,7,13,8.2,7.0,10.8,49.5
2007-07-14,2007,7,14,7.5,7.4,10.5,45.4
2007-07-15,2007,7,15,5.8,8.2,10.0,35.4
2007-07-16,2007,7,16,3.9,7.7,8.6,26.7
2007-07-17,2007,7,17,3.3,5.6,6.5,30.4
2007-07-18,2007,7,18,0.6,6.4,6.4,5.6
2007-07-19,2007,7,19,2.9,7.3,7.9,21.8
2007-07-20,2007,7,20,3.8,5.3,6.5,35.0
2007-07-21,2007,7,21,4.5,6.4,7.9,35.2
2007-07-22,2007,7,22,2.3,7.6,8.0,16.7
2007-07-23,2007,7,23,1.4,8.3,8.4,9.6
2007-07-24,2007,7,24,,3.2,3.2,355.1
2007-07-25,2007,7,25,1.2,1.7,2.1,34.5
2007-07-26,2007,7,26,2.5,3.5,4.4,35.8
2007-07-27,2007,7,27,4.3,3.7,5.7,48.9
2007-07-28,2007,7,28,4.3,4.2,6.0,45.4
2007-07-29,2007,7,29,4.0,2.9,5.0,54.0
2007-07-30,2007,7,30,4.6,3.3,5.7,54.0
2007-07-31,2007,7,31,3.9,6.5,7.6,30.9
2007-08-01,2007,8,1,4.6,7.3,8.6,32.1
2007-08-02,2007,8,2,4.8,7.3,8.7,33.1
2007-08-03,2007,8,3,5.4,5.8,7.9,42.9
2007-08-04,2007,8,4,6.7,6.5,9.3,46.1
2007-08-05,2007,8,5,7.5,7.5,10.6,44.9
2007-08-06,2007,8,6,6.2,6.3,8.8,44.7
2007-08-07,2007,8,7,6.2,4.3,7.5,55.0
2007-08-08,2007,8,8,7.0,5.4,8.9,52.5
2007-08-09,2007,8,9,7.4,6.4,9.8,49.0
2007-08-10,2007,8,10,6.6,7.3,9.8,42.1
2007-08-11,2007,8,11,6.3,7.2,9.6,40.9
2007-08-12,2007,8,12,6.9,5.8,9.0,50.1
2007-08-13,2007,8,13,7.8,4.9,9.2,57.8
2007-08-14,2007,8,14,6.8,3.8,7.8,60.5
2007-08-15,2007,8,15,6.8,4.1,7.9,59.1
2007-08-16,2007,8,16,6.3,2.7,6.9,67.1
2007-08-17,2007,8,17,7.1,3.0,7.7,67.4
2007-08-18,2007,8,18,8.0,4.0,8.9,63.6
2007-08-19,2007,8,19,6.9,5.0,8.5,54.2
2007-08-20,2007,8,20,6.8,4.5,8.2,56.9
2007-08-21,2007,8,21,5.5,4.4,7.1,51.4
2007-08-22,2007,8,22,5.6,3.7,6.7,56.8
2007-08-23,2007,8,23,5.0,4.5,6.7,48.2
2007-08-24,2007,8,24,4.7,4.9,6.8,43.7
2007-08-25,2007,8,25,4.0,5.2,6.6,37.3
2007-08-26,2007,8,26,3.2,4.7,5.7,33.9
2007-08-27,2007,8,27,4.4,4.5,6.3,44.4
2007-08-28,2007,8,28,3.9,5.2,6.5,37.4
2007-08-29,2007,8,29,4.8,4.2,6.4,49.1
2007-08-30,2007,8,30,5.5,4.3,7.0,51.7
2007-08-31,2007,8,31,8.4,5.0,9.8,59.2
2007-09-01,2007,9,1,7.8,3.9,8.7,63.2
2007-09-02,2007,9,2,6.1,6.0,8.5,45.8
2007-09-03,2007,9,3,5.0,5.4,7.3,42.7
2007-09-04,2007,9,4,3.6,5.8,6.8,32.2
2007-09-05,2007,9,5,3.2,5.4,6.2,30.7
2007-09-06,2007,9,6,2.8,5.1,5.8,28.9
2007-09-07,2007,9,7,1.6,3.7,4.0,23.3
2007-09-08,2007,9,8,1.2,5.4,5.6,12.5
2007-09-09,2007,9,9,3.9,5.5,6.7,35.1
2007-09-10,2007,9,10,2.0,3.7,4.2,28.9
2007-09-11,2007,9,11,4.3,3.3,5.4,52.2
2007-09-12,2007,9,12,5.4,3.8,6.6,55.1
2007-09-13,2007,9,13,5.0,3.8,6.2,52.7
2007-09-14,2007,9,14,8.5,3.9,9.4,65.2
2007-09-15,2007,9,15,7.6,3.8,8.5,63.3
2007-09-16,2007,9,16,7.0,6.7,9.7,46.0
2007-09-17,2007,9,17,7.6,7.3,10.6,46.3
2007-09-18,2007,9,18,7.7,6.1,9.8,51.4
2007-09-19,2007,9,19,7.5,6.0,9.6,51.2
2007-09-20,2007,9,20,7.0,7.8,10.4,41.9
2007-09-21,2007,9,21,7.3,7.3,10.4,45.2
2007-09-22,2007,9,22,7.0,6.7,9.7,46.0
2007-09-23,2007,9,23,5.1,5.7,7.7,41.5
2007-09-24,2007,9,24,4.6,5.0,6.8,43.1
2007-09-25,2007,9,25,4.6,5.3,7.0,41.1
2007-09-26,2007,9,26,2.3,4.9,5.4,25.7
2007-09-27,2007,9,27,4.8,3.3,5.8,55.0
2007-09-28,2007,9,28,4.6,5.0,6.8,42.5
2007-09-29,2007,9,29,4.4,6.0,7.5,36.5
2007-09-30,2007,9,30,7.7,5.7,9.6,53.7
2007-10-01,2007,10,1,8.4,5.9,10.3,54.7
2007-10-02,2007,10,2,6.2,6.8,9.2,42.3
2007-10-03,2007,10,3,6.7,6.3,9.2,46.6
2007-10-04,2007,10,4,6.8,6.5,9.4,46.4
2007-10-05,2007,10,5,7.3,6.1,9.6,50.2
2007-10-06,2007,10,6,7.6,4.8,9.0,57.4
2007-10-07,2007,10,7,6.6,4.6,8.0,55.3
2007-10-08,2007,10,8,4.6,5.2,6.9,41.2
2007-10-09,2007,10,9,,,,
2007-10-10,2007,10,10,1.7,4.3,4.6,21.3
2007-10-11,2007,10,11,2.0,1.8,2.7,49.5
2007-10-12,2007,10,12,4.2,0.0,4.2,90.5
2007-10-13,2007,10,13,5.7,0.7,5.8,82.7
2007-10-14,2007,10,14,4.4,3.4,5.6,52.3
2007-10-15,2007,10,15,2.4,2.4,3.4,45.7
2007-10-16,2007,10,16,,2.2,2.3,348.0
2007-10-17,2007,10,17,0.6,1.3,1.5,25.5
2007-10-18,2007,10,18,2.0,,2.7,130.7
2007-10-19,2007,10,19,1.9,,3.9,150.2
2007-10-20,2007,10,20,0.5,,2.2,166.7
2007-10-21,2007,10,21,1.6,1.9,2.4,39.7
2007-10-22,2007,10,22,1.0,4.0,4.2,13.8
2007-10-23,2007,10,23,0.3,3.5,3.5,5.3
2007-10-24,2007,10,24,2.5,2.4,3.5,46.0
2007-10-25,2007,10,25,2.2,,2.5,119.4
2007-10-26,2007,10,26,3.9,3.6,5.3,47.2
2007-10-27,2007,10,27,5.3,6.1,8.1,41.0
2007-10-28,2007,10,28,5.7,2.8,6.4,63.6
2007-10-29,2007,10,29,3.0,1.2,3.3,68.7
2007-10-30,2007,10,30,1.5,2.6,3.0,30.3
2007-10-31,2007,10,31,0.2,,2.0,173.9
2007-11-01,2007,11,1,,0.4,5.2,274.2
2007-11-02,2007,11,2,,3.4,4.3,322.5
2007-11-03,2007,11,3,,5.5,6.0,337.4
2007-11-04,2007,11,4,,1.7,1.8,343.0
2007-11-05,2007,11,5,0.7,0.5,0.8,54.9
2007-11-06,2007,11,6,0.9,,1.8,149.0
2007-11-07,2007,11,7,0.9,0.5,1.0,60.2
2007-11-08,2007,11,8,,,2.1,252.4
2007-11-09,2007,11,9,0.7,,1.8,156.4
2007-11-10,2007,11,10,2.5,,3.4,132.3
2007-11-11,2007,11,11,4.8,,5.6,120.9
2007-11-12,2007,11,12,7.5,,7.5,92.9
2007-11-13,2007,11,13,6.3,1.0,6.4,81.2
2007-11-14,2007,11,14,2.1,2.3,3.1,43.4
2007-11-15,2007,11,15,,2.0,2.0,352.6
2007-11-16,2007,11,16,,,2.8,227.1
2007-11-17,2007,11,17,,,5.5,243.4
2007-11-18,2007,11,18,,,4.6,249.9
2007-11-19,2007,11,19,,0.2,3.6,272.9
2007-11-20,2007,11,20,,,1.3,255.5
2007-11-21,2007,11,21,,2.3,2.6,329.9
2007-11-22,2007,11,22,,2.7,2.9,340.2
2007-11-23,2007,11,23,2.8,1.4,3.1,63.9
2007-11-24,2007,11,24,4.1,1.5,4.4,69.4
2007-11-25,2007,11,25,4.8,,4.9,101.6
2007-11-26,2007,11,26,2.1,2.3,3.1,42.7
2007-11-27,2007,11,27,0.5,0.5,0.7,46.0
2007-11-28,2007,11,28,,,4.8,231.9
2007-11-29,2007,11,29,,,6.1,226.7
2007-11-30,2007,11,30,,,7.2,232.5
2007-12-01,2007,12,1,,,7.6,231.4
2007-12-02,2007,12,2,,,7.2,239.9
2007-12-03,2007,12,3,,,8.8,241.7
2007-12-04,2007,12,4,,,9.0,242.4
2007-12-05,2007,12,5,,,9.0,235.5
2007-12-06,2007,12,6,,,8.7,234.3
2007-12-07,2007,12,7,,,7.9,230.7
2007-12-08,2007,12,8,,,5.1,232.6
2007-12-09,2007,12,9,,,8.9,247.0
2007-12-10,2007,12,10,,,5.3,245.5
2007-12-11,2007,12,11,,,7.8,260.7
2007-12-12,2007,12,12,,,6.4,266.4
2007-12-13,2007,12,13,,,2.2,266.5
2007-12-14,2007,12,14,,,4.6,239.4
2007-12-15,2007,12,15,,,6.8,232.2
2007-12-16,2007,12,16,,3.7,5.3,314.0
2007-12-17,2007,12,17,,2.8,6.4,295.8
2007-12-18,2007,12,18,,0.0,7.1,270.3
2007-12-19,2007,12,19,,,6.2,252.5
2007-12-20,2007,12,20,,,7.9,249.1
2007-12-21,2007,12,21,,,6.6,236.7
2007-12-22,2007,12,22,,,5.7,249.3
2007-12-23,2007,12,23,,,4.9,210.7
2007-12-24,2007,12,24,,,5.0,198.4
2007-12-25,2007,12,25,,,3.0,199.2
2007-12-26,2007,12,26,,,3.7,203.3
2007-12-27,2007,12,27,,,3.9,213.1
2007-12-28,2007,12,28,,,4.1,183.9
2007-12-29,2007,12,29,,,5.3,220.2
2007-12-30,2007,12,30,,,3.2,202.9
2007-12-31,2007,12,31,,,4.0,227.1
2008-01-01,2008,1,1,,,3.5,257.8
2008-01-02,2008,1,2,,0.3,1.4,282.8
2008-01-03,2008,1,3,,,2.6,265.3
2008-01-04,2008,1,4,,,4.3,228.0
2008-01-05,2008,1,5,,,5.4,237.2
2008-01-06,2008,1,6,,,4.3,240.7
2008-01-07,2008,1,7,,,3.6,264.2
2008-01-08,2008,1,8,,,4.7,231.7
2008-01-09,2008,1,9,,,5.3,231.1
2008-01-10,2008,1,10,,,4.9,236.1
2008-01-11,2008,1,11,,,3.3,252.4
2008-01-12,2008,1,12,,,4.8,215.1
2008-01-13,2008,1,13,,,6.4,210.0
2008-01-14,2008,1,14,,,6.2,205.6
2008-01-15,2008,1,15,,,6.0,222.6
2008-01-16,2008,1,16,,,6.1,225.7
2008-01-17,2008,1,17,,,7.0,213.1
2008-01-18,2008,1,18,,,6.2,223.3
2008-01-19,2008,1,19,,,5.4,244.1
2008-01-20,2008,1,20,,,8.2,251.1
2008-01-21,2008,1,21,,,7.2,233.2
2008-01-22,2008,1,22,,,7.8,224.0
2008-01-23,2008,1,23,,,7.1,235.1
2008-01-24,2008,1,24,,,6.6,259.9
2008-01-25,2008,1,25,,,5.4,264.6
2008-01-26,2008,1,26,,2.1,2.7,321.4
2008-01-27,2008,1,27,,1.9,2.4,321.2
2008-01-28,2008,1,28,,3.0,3.1,341.8
2008-01-29,2008,1,29,,2.7,3.4,323.1
2008-01-30,2008,1,30,,3.9,3.9,353.7
2008-01-31,2008,1,31,1.1,1.7,2.0,33.6
2008-02-01,2008,2,1,2.7,1.8,3.2,56.3
2008-02-02,2008,2,2,0.4,,3.7,174.2
2008-02-03,2008,2,3,,,6.6,240.5
2008-02-04,2008,2,4,,,6.1,242.8
2008-02-05,2008,2,5,,,7.3,234.7
2008-02-06,2008,2,6,,,6.3,244.3
2008-02-07,2008,2,7,,1.3,4.8,286.0
2008-02-08,2008,2,8,,,4.4,267.8
2008-02-09,2008,2,9,,,4.5,253.9
2008-02-10,2008,2,10,,,4.8,247.0
2008-02-11,2008,2,11,,,7.1,240.9
2008-02-12,2008,2,12,,,6.1,232.7
2008-02-13,2008,2,13,,,5.5,219.2
2008-02-14,2008,2,14,,,6.3,234.9
2008-02-15,2008,2,15,,,6.8,230.1
2008-02-16,2008,2,16,,,6.7,222.7
2008-02-17,2008,2,17,,,6.8,212.0
2008-02-18,2008,2,18,,,4.9,239.6
2008-02-19,2008,2,19,,,4.7,254.3
2008-02-20,2008,2,20,,,5.0,247.8
2008-02-21,2008,2,21,,,6.6,207.9
2008-02-22,2008,2,22,,,7.5,203.8
2008-02-23,2008,2,23,,,6.7,198.6
2008-02-24,2008,2,24,,,4.0,231.9
2008-02-25,2008,2,25,,,1.2,233.0
2008-02-26,2008,2,26,,,2.9,261.9
2008-02-27,2008,2,27,,,5.9,234.5
2008-02-28,2008,2,28,,0.9,4.3,282.6
2008-02-29,2008,2,29,,1.3,3.2,293.8
2008-03-01,2008,3,1,,,3.0,268.4
2008-03-02,2008,3,2,,0.0,2.5,270.0
2008-03-03,2008,3,3,,,4.1,245.7
2008-03-04,2008,3,4,,,5.3,253.8
2008-03-05,2008,3,5,,,5.6,247.7
2008-03-06,2008,3,6,,,7.6,228.3
2008-03-07,2008,3,7,,,7.2,236.2
2008-03-08,2008,3,8,,,7.1,249.1
2008-03-09,2008,3,9,,2.0,4.3,298.7
2008-03-10,2008,3,10,,0.6,6.6,274.9
2008-03-11,2008,3,11,,1.6,5.3,287.0
2008-03-12,2008,3,12,,0.2,4.1,273.3
2008-03-13,2008,3,13,,,1.7,244.6
2008-03-14,2008,3,14,,,6.2,229.7
2008-03-15,2008,3,15,,,7.0,266.3
2008-03-16,2008,3,16,,,4.6,268.1
2008-03-17,2008,3,17,,0.6,4.5,277.6
2008-03-18,2008,3,18,,1.8,1.8,343.2
2008-03-19,2008,3,19,,,1.6,262.0
2008-03-20,2008,3,20,,,1.6,260.8
2008-03-21,2008,3,21,,0.2,0.4,295.7
2008-03-22,2008,3,22,,,0.5,208.1
2008-03-23,2008,3,23,,,2.2,260.8
2008-03-24,2008,3,24,,,4.4,205.4
2008-03-25,2008,3,25,,,2.7,185.4
2008-03-26,2008,3,26,,,1.9,219.6
2008-03-27,2008,3,27,,,5.1,227.9
2008-03-28,2008,3,28,,1.4,3.8,291.6
2008-03-29,2008,3,29,3.1,4.4,5.4,35.7
2008-03-30,2008,3,30,2.8,3.4,4.4,39.9
2008-03-31,2008,3,31,3.0,1.7,3.4,61.1
2008-04-01,2008,4,1,1.2,0.6,1.3,65.0
2008-04-02,2008,4,2,0.8,0.3,0.9,68.2
2008-04-03,2008,4,3,,,1.4,209.7
2008-04-04,2008,4,4,,,3.0,238.4
2008-04-05,2008,4,5,,,4.1,210.7
2008-04-06,2008,4,6,,,4.3,244.2
2008-04-07,2008,4,7,,,4.9,262.9
2008-04-08,2008,4,8,,0.8,3.8,282.2
2008-04-09,2008,4,9,1.4,3.0,3.3,25.5
2008-04-10,2008,4,10,2.2,1.1,2.4,64.3
2008-04-11,2008,4,11,2.5,0.2,2.5,86.1
2008-04-12,2008,4,12,0.3,,0.5,144.0
2008-04-13,2008,4,13,0.5,,0.8,136.0
2008-04-14,2008,4,14,,,3.5,267.7
2008-04-15,2008,4,15,,0.8,3.1,285.5
2008-04-16,2008,4,16,,0.0,1.0,269.4
2008-04-17,2008,4,17,0.1,,1.0,176.7
2008-04-18,2008,4,18,1.0,,2.6,156.7
2008-04-19,2008,4,19,0.2,,3.7,176.8
2008-04-20,2008,4,20,2.4,,3.7,139.1
2008-04-21,2008,4,21,0.3,,3.1,173.9
2008-04-22,2008,4,22,1.4,,3.0,153.5
2008-04-23,2008,4,23,,0.4,0.9,292.9
2008-04-24,2008,4,24,1.8,,1.8,91.7
2008-04-25,2008,4,25,3.0,,3.2,107.8
2008-04-26,2008,4,26,3.5,4.5,5.7,38.0
2008-04-27,2008,4,27,6.8,5.1,8.5,52.9
2008-04-28,2008,4,28,6.5,5.9,8.8,47.5
2008-04-29,2008,4,29,5.2,7.8,9.4,33.7
2008-04-30,2008,4,30,4.8,8.1,9.4,30.6
2008-05-01,2008,5,1,6.6,7.7,10.1,40.6
2008-05-02,2008,5,2,7.9,6.8,10.4,49.4
2008-05-03,2008,5,3,6.2,6.8,9.2,42.6
2008-05-04,2008,5,4,5.2,6.3,8.2,39.5
2008-05-05,2008,5,5,5.7,4.8,7.4,50.3
2008-05-06,2008,5,6,6.0,4.7,7.6,51.5
2008-05-07,2008,5,7,4.2,6.0,7.3,34.6
2008-05-08,2008,5,8,6.0,4.9,7.7,50.8
2008-05-09,2008,5,9,7.3,4.8,8.7,56.8
2008-05-10,2008,5,10,6.8,4.5,8.1,56.8
2008-05-11,2008,5,11,8.3,4.6,9.5,61.0
2008-05-12,2008,5,12,8.3,5.7,10.0,55.4
2008-05-13,2008,5,13,8.2,5.3,9.8,57.1
2008-05-14,2008,5,14,7.5,6.7,10.1,48.2
2008-05-15,2008,5,15,7.2,6.9,9.9,46.1
2008-05-16,2008,5,16,7.0,6.5,9.6,46.8
2008-05-17,2008,5,17,6.6,5.9,8.8,48.4
2008-05-18,2008,5,18,5.9,6.1,8.4,44.0
2008-05-19,2008,5,19,6.5,5.0,8.2,52.2
2008-05-20,2008,5,20,6.7,3.5,7.6,62.6
2008-05-21,2008,5,21,5.3,2.6,5.9,64.0
2008-05-22,2008,5,22,4.7,2.1,5.2,65.5
2008-05-23,2008,5,23,4.5,1.6,4.8,70.5
2008-05-24,2008,5,24,4.5,1.6,4.8,70.3
2008-05-25,2008,5,25,4.3,3.7,5.7,49.3
2008-05-26,2008,5,26,4.0,3.6,5.3,47.7
2008-05-27,2008,5,27,3.4,4.1,5.3,39.9
2008-05-28,2008,5,28,4.0,4.4,6.0,42.5
2008-05-29,2008,5,29,5.2,4.4,6.8,49.8
2008-05-30,2008,5,30,6.2,4.2,7.5,56.3
2008-05-31,2008,5,31,4.5,4.6,6.4,44.5
2008-06-01,2008,6,1,3.4,3.2,4.7,46.5
2008-06-02,2008,6,2,2.7,3.0,4.0,42.3
