Tanggal,RR,TAVG,RH_AVG,Skor,Kategori,Keputusan
2025-07-02,3.673983945071744,27.649330311843478,83.06023232744856,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-03,4.563599377656453,27.678378550887032,83.7108452221059,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-04,2.3014890773384025,27.688371357680392,84.43189471399177,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-05,3.9032808642581904,27.459820035934328,84.34808031876123,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-06,8.6877477262807,27.740961548298127,83.52464354112222,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-07,5.630923778719786,27.522939881270386,83.59596146231628,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-08,2.598488965683373,27.366566787481013,83.59383967519695,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-09,3.557554286049329,27.08989250775181,82.89705256152168,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-10,5.3517599130921605,27.06520082200436,83.54633954403837,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-11,7.481339196651132,26.988458649842283,84.26592375881813,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-12,6.55391262943357,27.126779372235358,84.18222768220366,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-13,6.492587751739653,27.02717442341452,83.36036568760433,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-14,5.0885376595699965,27.36996253111614,83.43149691185003,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-15,14.351593552716544,27.389388717268236,83.42933301495805,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Bera (Data Hujan Tidak Tersedia di Musim Kering)
2025-07-16,2.226351536334069,27.456648038205806,82.73387279559479,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-17,2.626407562608855,27.319707620449673,83.38183386597085,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-18,4.767847649739817,27.67296023721487,84.0999528036445,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-19,5.850864344844282,27.363179836561756,84.0163750456461,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-20,3.3311816006770485,27.643943260538645,83.19608783408644,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-21,5.455791298714887,27.629600900958398,83.2670323613838,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-22,8.365100853082017,27.624391938198254,83.26482635471916,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-23,3.8614718119614566,27.414486861514842,82.57069302966791,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-24,2.687757324857847,27.747942875595406,83.21732818790332,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-25,10.879096277891044,27.60604676357556,83.93398184847088,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Bera (Data Hujan Tidak Tersedia di Musim Kering)
2025-07-26,5.872605755694326,27.526389029298695,83.85052240908853,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-27,2.5911420378309367,27.512059675948663,83.03180998056857,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-28,2.1558939103744184,27.32691751518655,83.10256781091755,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-29,5.511341088491375,27.328215863110145,83.10031969448028,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
