_id,Date,Year,Month,Day,RH_AVG_preprocessed,__v
68917a8d3cfdbc8f3403e634,2005-02-02,2005,2,2,93,0
68917a8d3cfdbc8f3403e635,2005-02-03,2005,2,3,94,0
68917a8d3cfdbc8f3403e636,2005-02-04,2005,2,4,92,0
68917a8d3cfdbc8f3403e637,2005-02-05,2005,2,5,94,0
68917a8d3cfdbc8f3403e638,2005-02-06,2005,2,6,90,0
68917a8d3cfdbc8f3403e639,2005-02-07,2005,2,7,92,0
68917a8d3cfdbc8f3403e63a,2005-02-08,2005,2,8,89,0
68917a8d3cfdbc8f3403e63b,2005-02-09,2005,2,9,91,0
68917a8d3cfdbc8f3403e63c,2005-02-10,2005,2,10,92,0
68917a8d3cfdbc8f3403e63d,2005-02-11,2005,2,11,89,0
68917a8d3cfdbc8f3403e63e,2005-02-12,2005,2,12,88,0
68917a8d3cfdbc8f3403e63f,2005-02-13,2005,2,13,90,0
68917a8d3cfdbc8f3403e640,2005-02-14,2005,2,14,91,0
68917a8d3cfdbc8f3403e641,2005-02-15,2005,2,15,89,0
68917a8d3cfdbc8f3403e642,2005-02-16,2005,2,16,92,0
68917a8d3cfdbc8f3403e643,2005-02-17,2005,2,17,94,0
68917a8d3cfdbc8f3403e644,2005-02-18,2005,2,18,91,0
68917a8d3cfdbc8f3403e645,2005-02-19,2005,2,19,90,0
68917a8d3cfdbc8f3403e646,2005-02-20,2005,2,20,90,0
68917a8d3cfdbc8f3403e647,2005-02-21,2005,2,21,86,0
68917a8d3cfdbc8f3403e648,2005-02-22,2005,2,22,86,0
68917a8d3cfdbc8f3403e649,2005-02-23,2005,2,23,90,0
68917a8d3cfdbc8f3403e64a,2005-02-24,2005,2,24,86,0
68917a8d3cfdbc8f3403e64b,2005-02-25,2005,2,25,89,0
68917a8d3cfdbc8f3403e64c,2005-02-26,2005,2,26,94,0
68917a8d3cfdbc8f3403e64d,2005-02-27,2005,2,27,90,0
68917a8d3cfdbc8f3403e64e,2005-02-28,2005,2,28,92,0
68917a8d3cfdbc8f3403e64f,2005-03-01,2005,3,1,89,0
68917a8d3cfdbc8f3403e650,2005-03-02,2005,3,2,90,0
68917a8d3cfdbc8f3403e651,2005-03-03,2005,3,3,92,0
68917a8d3cfdbc8f3403e652,2005-03-04,2005,3,4,89,0
68917a8d3cfdbc8f3403e653,2005-03-05,2005,3,5,89,0
68917a8d3cfdbc8f3403e654,2005-03-06,2005,3,6,87,0
68917a8d3cfdbc8f3403e655,2005-03-07,2005,3,7,90,0
68917a8d3cfdbc8f3403e656,2005-03-08,2005,3,8,89,0
68917a8d3cfdbc8f3403e657,2005-03-09,2005,3,9,86,0
68917a8d3cfdbc8f3403e658,2005-03-10,2005,3,10,89,0
68917a8d3cfdbc8f3403e659,2005-03-11,2005,3,11,89,0
68917a8d3cfdbc8f3403e65a,2005-03-12,2005,3,12,88,0
68917a8d3cfdbc8f3403e65b,2005-03-13,2005,3,13,89,0
68917a8d3cfdbc8f3403e65c,2005-03-14,2005,3,14,95,0
68917a8d3cfdbc8f3403e65d,2005-03-15,2005,3,15,91,0
68917a8d3cfdbc8f3403e65e,2005-03-16,2005,3,16,92,0
68917a8d3cfdbc8f3403e65f,2005-03-17,2005,3,17,89,0
68917a8d3cfdbc8f3403e660,2005-03-18,2005,3,18,88,0
68917a8d3cfdbc8f3403e661,2005-03-19,2005,3,19,86,0
68917a8d3cfdbc8f3403e662,2005-03-20,2005,3,20,89,0
68917a8d3cfdbc8f3403e663,2005-03-21,2005,3,21,88,0
68917a8d3cfdbc8f3403e664,2005-03-22,2005,3,22,96,0
68917a8d3cfdbc8f3403e665,2005-03-23,2005,3,23,90,0
68917a8d3cfdbc8f3403e666,2005-03-24,2005,3,24,91,0
68917a8d3cfdbc8f3403e667,2005-03-25,2005,3,25,91,0
68917a8d3cfdbc8f3403e668,2005-03-26,2005,3,26,95,0
68917a8d3cfdbc8f3403e669,2005-03-27,2005,3,27,92,0
68917a8d3cfdbc8f3403e66a,2005-03-28,2005,3,28,95,0
68917a8d3cfdbc8f3403e66b,2005-03-29,2005,3,29,92,0
68917a8d3cfdbc8f3403e66c,2005-03-30,2005,3,30,92,0
68917a8d3cfdbc8f3403e66d,2005-03-31,2005,3,31,96,0
68917a8d3cfdbc8f3403e66e,2005-04-01,2005,4,1,93,0
68917a8d3cfdbc8f3403e66f,2005-04-02,2005,4,2,94,0
68917a8d3cfdbc8f3403e670,2005-04-03,2005,4,3,94,0
68917a8d3cfdbc8f3403e671,2005-04-04,2005,4,4,87,0
68917a8d3cfdbc8f3403e672,2005-04-05,2005,4,5,91,0
68917a8d3cfdbc8f3403e673,2005-04-06,2005,4,6,88,0
68917a8d3cfdbc8f3403e674,2005-04-07,2005,4,7,88,0
68917a8d3cfdbc8f3403e675,2005-04-08,2005,4,8,93,0
68917a8d3cfdbc8f3403e676,2005-04-09,2005,4,9,88,0
68917a8d3cfdbc8f3403e677,2005-04-10,2005,4,10,88,0
68917a8d3cfdbc8f3403e678,2005-04-11,2005,4,11,91,0
68917a8d3cfdbc8f3403e679,2005-04-12,2005,4,12,89,0
68917a8d3cfdbc8f3403e67a,2005-04-13,2005,4,13,90,0
68917a8d3cfdbc8f3403e67b,2005-04-14,2005,4,14,91,0
68917a8d3cfdbc8f3403e67c,2005-04-15,2005,4,15,89,0
68917a8d3cfdbc8f3403e67d,2005-04-16,2005,4,16,90,0
68917a8d3cfdbc8f3403e67e,2005-04-17,2005,4,17,88,0
68917a8d3cfdbc8f3403e67f,2005-04-18,2005,4,18,90,0
68917a8d3cfdbc8f3403e680,2005-04-19,2005,4,19,88,0
68917a8d3cfdbc8f3403e681,2005-04-20,2005,4,20,84,0
68917a8d3cfdbc8f3403e682,2005-04-21,2005,4,21,87,0
68917a8d3cfdbc8f3403e683,2005-04-22,2005,4,22,90,0
68917a8d3cfdbc8f3403e684,2005-04-23,2005,4,23,89,0
68917a8d3cfdbc8f3403e685,2005-04-24,2005,4,24,90,0
68917a8d3cfdbc8f3403e686,2005-04-25,2005,4,25,86,0
68917a8d3cfdbc8f3403e687,2005-04-26,2005,4,26,92,0
68917a8d3cfdbc8f3403e688,2005-04-27,2005,4,27,94,0
68917a8d3cfdbc8f3403e689,2005-04-28,2005,4,28,93,0
68917a8d3cfdbc8f3403e68a,2005-04-29,2005,4,29,90,0
68917a8d3cfdbc8f3403e68b,2005-04-30,2005,4,30,94,0
68917a8d3cfdbc8f3403e68c,2005-05-01,2005,5,1,90,0
68917a8d3cfdbc8f3403e68d,2005-05-02,2005,5,2,91,0
68917a8d3cfdbc8f3403e68e,2005-05-03,2005,5,3,92,0
68917a8d3cfdbc8f3403e68f,2005-05-04,2005,5,4,92,0
68917a8d3cfdbc8f3403e690,2005-05-05,2005,5,5,92,0
68917a8d3cfdbc8f3403e691,2005-05-06,2005,5,6,90,0
68917a8d3cfdbc8f3403e692,2005-05-07,2005,5,7,84,0
68917a8d3cfdbc8f3403e693,2005-05-08,2005,5,8,86,0
68917a8d3cfdbc8f3403e694,2005-05-09,2005,5,9,89,0
68917a8d3cfdbc8f3403e695,2005-05-10,2005,5,10,87,0
68917a8d3cfdbc8f3403e696,2005-05-11,2005,5,11,85,0
68917a8d3cfdbc8f3403e697,2005-05-12,2005,5,12,90,0
68917a8d3cfdbc8f3403e698,2005-05-13,2005,5,13,88,0
68917a8d3cfdbc8f3403e699,2005-05-14,2005,5,14,94,0
68917a8d3cfdbc8f3403e69a,2005-05-15,2005,5,15,96,0
68917a8d3cfdbc8f3403e69b,2005-05-16,2005,5,16,96,0
68917a8d3cfdbc8f3403e69c,2005-05-17,2005,5,17,86,0
68917a8d3cfdbc8f3403e69d,2005-05-18,2005,5,18,91,0
68917a8d3cfdbc8f3403e69e,2005-05-19,2005,5,19,88,0
68917a8d3cfdbc8f3403e69f,2005-05-20,2005,5,20,86,0
68917a8d3cfdbc8f3403e6a0,2005-05-21,2005,5,21,88,0
68917a8d3cfdbc8f3403e6a1,2005-05-22,2005,5,22,85,0
68917a8d3cfdbc8f3403e6a2,2005-05-23,2005,5,23,84,0
68917a8d3cfdbc8f3403e6a3,2005-05-24,2005,5,24,85,0
68917a8d3cfdbc8f3403e6a4,2005-05-25,2005,5,25,90,0
68917a8d3cfdbc8f3403e6a5,2005-05-26,2005,5,26,91,0
68917a8d3cfdbc8f3403e6a6,2005-05-27,2005,5,27,92,0
68917a8d3cfdbc8f3403e6a7,2005-05-28,2005,5,28,94,0
68917a8d3cfdbc8f3403e6a8,2005-05-29,2005,5,29,90,0
68917a8d3cfdbc8f3403e6a9,2005-05-30,2005,5,30,91,0
68917a8d3cfdbc8f3403e6aa,2005-05-31,2005,5,31,91,0
68917a8d3cfdbc8f3403e6ab,2005-06-01,2005,6,1,90,0
68917a8d3cfdbc8f3403e6ac,2005-06-02,2005,6,2,92,0
68917a8d3cfdbc8f3403e6ad,2005-06-03,2005,6,3,90,0
68917a8d3cfdbc8f3403e6ae,2005-06-04,2005,6,4,90,0
68917a8d3cfdbc8f3403e6af,2005-06-05,2005,6,5,86,0
68917a8d3cfdbc8f3403e6b0,2005-06-06,2005,6,6,87,0
68917a8d3cfdbc8f3403e6b1,2005-06-07,2005,6,7,89,0
68917a8d3cfdbc8f3403e6b2,2005-06-08,2005,6,8,78,0
68917a8d3cfdbc8f3403e6b3,2005-06-09,2005,6,9,91,0
68917a8d3cfdbc8f3403e6b4,2005-06-10,2005,6,10,92,0
68917a8d3cfdbc8f3403e6b5,2005-06-11,2005,6,11,89,0
68917a8d3cfdbc8f3403e6b6,2005-06-12,2005,6,12,80,0
68917a8d3cfdbc8f3403e6b7,2005-06-13,2005,6,13,88,0
68917a8d3cfdbc8f3403e6b8,2005-06-14,2005,6,14,90,0
68917a8d3cfdbc8f3403e6b9,2005-06-15,2005,6,15,84,0
68917a8d3cfdbc8f3403e6ba,2005-06-16,2005,6,16,86,0
68917a8d3cfdbc8f3403e6bb,2005-06-17,2005,6,17,95,0
68917a8d3cfdbc8f3403e6bc,2005-06-18,2005,6,18,87,0
68917a8d3cfdbc8f3403e6bd,2005-06-19,2005,6,19,94,0
68917a8d3cfdbc8f3403e6be,2005-06-20,2005,6,20,86,0
68917a8d3cfdbc8f3403e6bf,2005-06-21,2005,6,21,87,0
68917a8d3cfdbc8f3403e6c0,2005-06-22,2005,6,22,86,0
68917a8d3cfdbc8f3403e6c1,2005-06-23,2005,6,23,92,0
68917a8d3cfdbc8f3403e6c2,2005-06-24,2005,6,24,89,0
68917a8d3cfdbc8f3403e6c3,2005-06-25,2005,6,25,88,0
68917a8d3cfdbc8f3403e6c4,2005-06-26,2005,6,26,86,0
68917a8d3cfdbc8f3403e6c5,2005-06-27,2005,6,27,92,0
68917a8d3cfdbc8f3403e6c6,2005-06-28,2005,6,28,89,0
68917a8d3cfdbc8f3403e6c7,2005-06-29,2005,6,29,87,0
68917a8d3cfdbc8f3403e6c8,2005-06-30,2005,6,30,87,0
68917a8d3cfdbc8f3403e6c9,2005-07-01,2005,7,1,88,0
68917a8d3cfdbc8f3403e6ca,2005-07-02,2005,7,2,88,0
68917a8d3cfdbc8f3403e6cb,2005-07-03,2005,7,3,86,0
68917a8d3cfdbc8f3403e6cc,2005-07-04,2005,7,4,84,0
68917a8d3cfdbc8f3403e6cd,2005-07-05,2005,7,5,87,0
68917a8d3cfdbc8f3403e6ce,2005-07-06,2005,7,6,84,0
68917a8d3cfdbc8f3403e6cf,2005-07-07,2005,7,7,85,0
68917a8d3cfdbc8f3403e6d0,2005-07-08,2005,7,8,86,0
68917a8d3cfdbc8f3403e6d1,2005-07-09,2005,7,9,86,0
68917a8d3cfdbc8f3403e6d2,2005-07-10,2005,7,10,87,0
68917a8d3cfdbc8f3403e6d3,2005-07-11,2005,7,11,84,0
68917a8d3cfdbc8f3403e6d4,2005-07-12,2005,7,12,92,0
68917a8d3cfdbc8f3403e6d5,2005-07-13,2005,7,13,89,0
68917a8d3cfdbc8f3403e6d6,2005-07-14,2005,7,14,94,0
68917a8d3cfdbc8f3403e6d7,2005-07-15,2005,7,15,87,0
68917a8d3cfdbc8f3403e6d8,2005-07-16,2005,7,16,87,0
68917a8d3cfdbc8f3403e6d9,2005-07-17,2005,7,17,85,0
68917a8d3cfdbc8f3403e6da,2005-07-18,2005,7,18,90,0
68917a8d3cfdbc8f3403e6db,2005-07-19,2005,7,19,85,0
68917a8d3cfdbc8f3403e6dc,2005-07-20,2005,7,20,89,0
68917a8d3cfdbc8f3403e6dd,2005-07-21,2005,7,21,85,0
68917a8d3cfdbc8f3403e6de,2005-07-22,2005,7,22,88,0
68917a8d3cfdbc8f3403e6df,2005-07-23,2005,7,23,79,0
68917a8d3cfdbc8f3403e6e0,2005-07-24,2005,7,24,82,0
68917a8d3cfdbc8f3403e6e1,2005-07-25,2005,7,25,79,0
68917a8d3cfdbc8f3403e6e2,2005-07-26,2005,7,26,79,0
68917a8d3cfdbc8f3403e6e3,2005-07-27,2005,7,27,75,0
68917a8d3cfdbc8f3403e6e4,2005-07-28,2005,7,28,87,0
68917a8d3cfdbc8f3403e6e5,2005-07-29,2005,7,29,86,0
68917a8d3cfdbc8f3403e6e6,2005-07-30,2005,7,30,84,0
68917a8d3cfdbc8f3403e6e7,2005-07-31,2005,7,31,80,0
68917a8d3cfdbc8f3403e6e8,2005-08-01,2005,8,1,86,0
68917a8d3cfdbc8f3403e6e9,2005-08-02,2005,8,2,88,0
68917a8d3cfdbc8f3403e6ea,2005-08-03,2005,8,3,82,0
68917a8d3cfdbc8f3403e6eb,2005-08-04,2005,8,4,84,0
68917a8d3cfdbc8f3403e6ec,2005-08-05,2005,8,5,86,0
68917a8d3cfdbc8f3403e6ed,2005-08-06,2005,8,6,85,0
68917a8d3cfdbc8f3403e6ee,2005-08-07,2005,8,7,84,0
68917a8d3cfdbc8f3403e6ef,2005-08-08,2005,8,8,83,0
68917a8d3cfdbc8f3403e6f0,2005-08-09,2005,8,9,81,0
68917a8d3cfdbc8f3403e6f1,2005-08-10,2005,8,10,82,0
68917a8d3cfdbc8f3403e6f2,2005-08-11,2005,8,11,83,0
68917a8d3cfdbc8f3403e6f3,2005-08-12,2005,8,12,84,0
68917a8d3cfdbc8f3403e6f4,2005-08-13,2005,8,13,82,0
68917a8d3cfdbc8f3403e6f5,2005-08-14,2005,8,14,90,0
68917a8d3cfdbc8f3403e6f6,2005-08-15,2005,8,15,89,0
68917a8d3cfdbc8f3403e6f7,2005-08-16,2005,8,16,84,0
68917a8d3cfdbc8f3403e6f8,2005-08-17,2005,8,17,83,0
68917a8d3cfdbc8f3403e6f9,2005-08-18,2005,8,18,84,0
68917a8d3cfdbc8f3403e6fa,2005-08-19,2005,8,19,86,0
68917a8d3cfdbc8f3403e6fb,2005-08-20,2005,8,20,92,0
68917a8d3cfdbc8f3403e6fc,2005-08-21,2005,8,21,90,0
68917a8d3cfdbc8f3403e6fd,2005-08-22,2005,8,22,90,0
68917a8d3cfdbc8f3403e6fe,2005-08-23,2005,8,23,90,0
68917a8d3cfdbc8f3403e6ff,2005-08-24,2005,8,24,92,0
68917a8d3cfdbc8f3403e700,2005-08-25,2005,8,25,94,0
68917a8d3cfdbc8f3403e701,2005-08-26,2005,8,26,89,0
68917a8d3cfdbc8f3403e702,2005-08-27,2005,8,27,87,0
68917a8d3cfdbc8f3403e703,2005-08-28,2005,8,28,85,0
68917a8d3cfdbc8f3403e704,2005-08-29,2005,8,29,88,0
68917a8d3cfdbc8f3403e705,2005-08-30,2005,8,30,87,0
68917a8d3cfdbc8f3403e706,2005-08-31,2005,8,31,91,0
68917a8d3cfdbc8f3403e707,2005-09-01,2005,9,1,90,0
68917a8d3cfdbc8f3403e708,2005-09-02,2005,9,2,84,0
68917a8d3cfdbc8f3403e709,2005-09-03,2005,9,3,96,0
68917a8d3cfdbc8f3403e70a,2005-09-04,2005,9,4,90,0
68917a8d3cfdbc8f3403e70b,2005-09-05,2005,9,5,92,0
68917a8d3cfdbc8f3403e70c,2005-09-06,2005,9,6,87,0
68917a8d3cfdbc8f3403e70d,2005-09-07,2005,9,7,87,0
68917a8d3cfdbc8f3403e70e,2005-09-08,2005,9,8,86,0
68917a8d3cfdbc8f3403e70f,2005-09-09,2005,9,9,82,0
68917a8d3cfdbc8f3403e710,2005-09-10,2005,9,10,86,0
68917a8d3cfdbc8f3403e711,2005-09-11,2005,9,11,86,0
68917a8d3cfdbc8f3403e712,2005-09-12,2005,9,12,86,0
68917a8d3cfdbc8f3403e713,2005-09-13,2005,9,13,87,0
68917a8d3cfdbc8f3403e714,2005-09-14,2005,9,14,86,0
68917a8d3cfdbc8f3403e715,2005-09-15,2005,9,15,83,0
68917a8d3cfdbc8f3403e716,2005-09-16,2005,9,16,81,0
68917a8d3cfdbc8f3403e717,2005-09-17,2005,9,17,81,0
68917a8d3cfdbc8f3403e718,2005-09-18,2005,9,18,82,0
68917a8d3cfdbc8f3403e719,2005-09-19,2005,9,19,86,0
68917a8d3cfdbc8f3403e71a,2005-09-20,2005,9,20,88,0
68917a8d3cfdbc8f3403e71b,2005-09-21,2005,9,21,90,0
68917a8d3cfdbc8f3403e71c,2005-09-22,2005,9,22,95,0
68917a8d3cfdbc8f3403e71d,2005-09-23,2005,9,23,92,0
68917a8d3cfdbc8f3403e71e,2005-09-24,2005,9,24,88,0
68917a8d3cfdbc8f3403e71f,2005-09-25,2005,9,25,86,0
68917a8d3cfdbc8f3403e720,2005-09-26,2005,9,26,87,0
68917a8d3cfdbc8f3403e721,2005-09-27,2005,9,27,87,0
68917a8d3cfdbc8f3403e722,2005-09-28,2005,9,28,86,0
68917a8d3cfdbc8f3403e723,2005-09-29,2005,9,29,88,0
68917a8d3cfdbc8f3403e724,2005-09-30,2005,9,30,90,0
68917a8d3cfdbc8f3403e725,2005-10-01,2005,10,1,92,0
68917a8d3cfdbc8f3403e726,2005-10-02,2005,10,2,92,0
68917a8d3cfdbc8f3403e727,2005-10-03,2005,10,3,92,0
68917a8d3cfdbc8f3403e728,2005-10-04,2005,10,4,87,0
68917a8d3cfdbc8f3403e729,2005-10-05,2005,10,5,88,0
68917a8d3cfdbc8f3403e72a,2005-10-06,2005,10,6,91,0
68917a8d3cfdbc8f3403e72b,2005-10-07,2005,10,7,96,0
68917a8d3cfdbc8f3403e72c,2005-10-08,2005,10,8,98,0
68917a8d3cfdbc8f3403e72d,2005-10-09,2005,10,9,96,0
68917a8d3cfdbc8f3403e72e,2005-10-10,2005,10,10,97,0
68917a8d3cfdbc8f3403e72f,2005-10-11,2005,10,11,93,0
68917a8d3cfdbc8f3403e730,2005-10-12,2005,10,12,91,0
68917a8d3cfdbc8f3403e731,2005-10-13,2005,10,13,91,0
68917a8d3cfdbc8f3403e732,2005-10-14,2005,10,14,90,0
68917a8d3cfdbc8f3403e733,2005-10-15,2005,10,15,92,0
68917a8d3cfdbc8f3403e734,2005-10-16,2005,10,16,92,0
68917a8d3cfdbc8f3403e735,2005-10-17,2005,10,17,90,0
68917a8d3cfdbc8f3403e736,2005-10-18,2005,10,18,93,0
68917a8d3cfdbc8f3403e737,2005-10-19,2005,10,19,89,0
68917a8d3cfdbc8f3403e738,2005-10-20,2005,10,20,88,0
68917a8d3cfdbc8f3403e739,2005-10-21,2005,10,21,92,0
68917a8d3cfdbc8f3403e73a,2005-10-22,2005,10,22,92,0
68917a8d3cfdbc8f3403e73b,2005-10-23,2005,10,23,90,0
68917a8d3cfdbc8f3403e73c,2005-10-24,2005,10,24,94,0
68917a8d3cfdbc8f3403e73d,2005-10-25,2005,10,25,88,0
68917a8d3cfdbc8f3403e73e,2005-10-26,2005,10,26,86,0
68917a8d3cfdbc8f3403e73f,2005-10-27,2005,10,27,90,0
68917a8d3cfdbc8f3403e740,2005-10-28,2005,10,28,84,0
68917a8d3cfdbc8f3403e741,2005-10-29,2005,10,29,87,0
68917a8d3cfdbc8f3403e742,2005-10-30,2005,10,30,91,0
68917a8d3cfdbc8f3403e743,2005-10-31,2005,10,31,95,0
68917a8d3cfdbc8f3403e744,2005-11-01,2005,11,1,92,0
68917a8d3cfdbc8f3403e745,2005-11-02,2005,11,2,91,0
68917a8d3cfdbc8f3403e746,2005-11-03,2005,11,3,93,0
68917a8d3cfdbc8f3403e747,2005-11-04,2005,11,4,93,0
68917a8d3cfdbc8f3403e748,2005-11-05,2005,11,5,90,0
68917a8d3cfdbc8f3403e749,2005-11-06,2005,11,6,89,0
68917a8d3cfdbc8f3403e74a,2005-11-07,2005,11,7,90,0
68917a8d3cfdbc8f3403e74b,2005-11-08,2005,11,8,92,0
68917a8d3cfdbc8f3403e74c,2005-11-09,2005,11,9,90,0
68917a8d3cfdbc8f3403e74d,2005-11-10,2005,11,10,94,0
68917a8d3cfdbc8f3403e74e,2005-11-11,2005,11,11,92,0
68917a8d3cfdbc8f3403e74f,2005-11-12,2005,11,12,92,0
68917a8d3cfdbc8f3403e750,2005-11-13,2005,11,13,94,0
68917a8d3cfdbc8f3403e751,2005-11-14,2005,11,14,90,0
68917a8d3cfdbc8f3403e752,2005-11-15,2005,11,15,92,0
68917a8d3cfdbc8f3403e753,2005-11-16,2005,11,16,94,0
68917a8d3cfdbc8f3403e754,2005-11-17,2005,11,17,89,0
68917a8d3cfdbc8f3403e755,2005-11-18,2005,11,18,92,0
68917a8d3cfdbc8f3403e756,2005-11-19,2005,11,19,95,0
68917a8d3cfdbc8f3403e757,2005-11-20,2005,11,20,93,0
68917a8d3cfdbc8f3403e758,2005-11-21,2005,11,21,90,0
68917a8d3cfdbc8f3403e759,2005-11-22,2005,11,22,90,0
68917a8d3cfdbc8f3403e75a,2005-11-23,2005,11,23,90,0
68917a8d3cfdbc8f3403e75b,2005-11-24,2005,11,24,89,0
68917a8d3cfdbc8f3403e75c,2005-11-25,2005,11,25,88,0
68917a8d3cfdbc8f3403e75d,2005-11-26,2005,11,26,92,0
68917a8d3cfdbc8f3403e75e,2005-11-27,2005,11,27,90,0
68917a8d3cfdbc8f3403e75f,2005-11-28,2005,11,28,93,0
68917a8d3cfdbc8f3403e760,2005-11-29,2005,11,29,91,0
68917a8d3cfdbc8f3403e761,2005-11-30,2005,11,30,98,0
68917a8d3cfdbc8f3403e762,2005-12-01,2005,12,1,90,0
68917a8d3cfdbc8f3403e763,2005-12-02,2005,12,2,92,0
68917a8d3cfdbc8f3403e764,2005-12-03,2005,12,3,89,0
68917a8d3cfdbc8f3403e765,2005-12-04,2005,12,4,88,0
68917a8d3cfdbc8f3403e766,2005-12-05,2005,12,5,94,0
68917a8d3cfdbc8f3403e767,2005-12-06,2005,12,6,90,0
68917a8d3cfdbc8f3403e768,2005-12-07,2005,12,7,94,0
68917a8d3cfdbc8f3403e769,2005-12-08,2005,12,8,92,0
68917a8d3cfdbc8f3403e76a,2005-12-09,2005,12,9,92,0
68917a8d3cfdbc8f3403e76b,2005-12-10,2005,12,10,94,0
68917a8d3cfdbc8f3403e76c,2005-12-11,2005,12,11,98,0
68917a8d3cfdbc8f3403e76d,2005-12-12,2005,12,12,92,0
68917a8d3cfdbc8f3403e76e,2005-12-13,2005,12,13,92,0
68917a8d3cfdbc8f3403e76f,2005-12-14,2005,12,14,95,0
68917a8d3cfdbc8f3403e770,2005-12-15,2005,12,15,93,0
68917a8d3cfdbc8f3403e771,2005-12-16,2005,12,16,94,0
68917a8d3cfdbc8f3403e772,2005-12-17,2005,12,17,95,0
68917a8d3cfdbc8f3403e773,2005-12-18,2005,12,18,91,0
68917a8d3cfdbc8f3403e774,2005-12-19,2005,12,19,90,0
68917a8d3cfdbc8f3403e775,2005-12-20,2005,12,20,93,0
68917a8d3cfdbc8f3403e776,2005-12-21,2005,12,21,92,0
68917a8d3cfdbc8f3403e777,2005-12-22,2005,12,22,93,0
68917a8d3cfdbc8f3403e778,2005-12-23,2005,12,23,89,0
68917a8d3cfdbc8f3403e779,2005-12-24,2005,12,24,92,0
68917a8d3cfdbc8f3403e77a,2005-12-25,2005,12,25,92,0
68917a8d3cfdbc8f3403e77b,2005-12-26,2005,12,26,92,0
68917a8d3cfdbc8f3403e77c,2005-12-27,2005,12,27,94,0
68917a8d3cfdbc8f3403e77d,2005-12-28,2005,12,28,89,0
68917a8d3cfdbc8f3403e77e,2005-12-29,2005,12,29,91,0
68917a8d3cfdbc8f3403e77f,2005-12-30,2005,12,30,91,0
68917a8d3cfdbc8f3403e780,2005-12-31,2005,12,31,91,0
68917a8d3cfdbc8f3403e781,2006-01-01,2006,1,1,92,0
68917a8d3cfdbc8f3403e782,2006-01-02,2006,1,2,94,0
68917a8d3cfdbc8f3403e783,2006-01-03,2006,1,3,92,0
68917a8d3cfdbc8f3403e784,2006-01-04,2006,1,4,90,0
68917a8d3cfdbc8f3403e785,2006-01-05,2006,1,5,92,0
68917a8d3cfdbc8f3403e786,2006-01-06,2006,1,6,94,0
68917a8d3cfdbc8f3403e787,2006-01-07,2006,1,7,93,0
68917a8d3cfdbc8f3403e788,2006-01-08,2006,1,8,93,0
68917a8d3cfdbc8f3403e789,2006-01-09,2006,1,9,92,0
68917a8d3cfdbc8f3403e78a,2006-01-10,2006,1,10,95,0
68917a8d3cfdbc8f3403e78b,2006-01-11,2006,1,11,90,0
68917a8d3cfdbc8f3403e78c,2006-01-12,2006,1,12,91,0
68917a8d3cfdbc8f3403e78d,2006-01-13,2006,1,13,90,0
68917a8d3cfdbc8f3403e78e,2006-01-14,2006,1,14,90,0
