Date,year,month,day,SST,Prec,RH,WSPD,SWRad
2007-04-11,2007,4,11,30.08,0.03,,,193.19
2007-04-12,2007,4,12,30.28,0.17,,,299.68
2007-04-13,2007,4,13,30.05,0.42,,,208.95
2007-04-14,2007,4,14,30.46,0.0,,,280.58
2007-04-15,2007,4,15,30.08,-0.01,,,259.8
2007-04-16,2007,4,16,30.48,0.0,,,298.55
2007-04-17,2007,4,17,30.75,0.02,,,308.92
2007-04-18,2007,4,18,30.46,0.0,,,291.07
2007-04-19,2007,4,19,30.46,0.36,,,294.62
2007-04-20,2007,4,20,30.58,0.0,,,278.0
2007-04-21,2007,4,21,30.76,,,,256.25
2007-04-22,2007,4,22,30.31,-0.02,,,120.81
2007-04-23,2007,4,23,30.23,0.69,,,204.89
2007-04-24,2007,4,24,30.16,1.04,,,149.73
2007-04-25,2007,4,25,29.92,0.0,,,165.99
2007-04-26,2007,4,26,30.09,1.13,,,246.71
2007-04-27,2007,4,27,29.97,0.13,,,224.7
2007-04-28,2007,4,28,29.83,1.04,,,92.97
2007-04-29,2007,4,29,29.81,0.53,,,250.72
2007-04-30,2007,4,30,29.76,0.02,,,145.51
2007-05-01,2007,5,1,29.9,0.19,,,292.84
2007-05-02,2007,5,2,29.85,0.0,,,185.58
2007-05-03,2007,5,3,29.77,-0.01,,,72.23
2007-05-04,2007,5,4,29.77,0.11,,,162.34
2007-05-05,2007,5,5,29.72,0.02,,,131.81
2007-05-06,2007,5,6,29.74,0.16,,,165.09
2007-05-07,2007,5,7,29.74,0.24,,,92.51
2007-05-08,2007,5,8,29.79,0.07,,,210.83
2007-05-09,2007,5,9,29.73,0.02,,,210.37
2007-05-10,2007,5,10,29.67,0.1,,,112.66
2007-05-11,2007,5,11,29.7,0.06,,,288.73
2007-05-12,2007,5,12,29.61,0.71,,,163.98
2007-05-13,2007,5,13,29.65,0.26,,,265.91
2007-05-14,2007,5,14,29.65,0.0,,,242.61
2007-05-15,2007,5,15,29.66,0.0,,,199.34
2007-05-16,2007,5,16,29.72,-0.01,,,285.93
2007-05-17,2007,5,17,29.66,0.0,,,248.67
2007-05-18,2007,5,18,29.64,0.0,,,213.45
2007-05-19,2007,5,19,29.92,0.25,,,288.79
2007-05-20,2007,5,20,29.68,0.0,,,294.89
2007-05-21,2007,5,21,29.66,-0.01,,,245.65
2007-05-22,2007,5,22,29.84,0.0,,,284.55
2007-05-23,2007,5,23,30.08,0.0,,,283.37
2007-05-24,2007,5,24,30.56,0.0,,,288.81
2007-05-25,2007,5,25,30.41,0.0,,,259.11
2007-05-26,2007,5,26,30.52,,,,215.36
2007-05-27,2007,5,27,30.47,0.15,,,225.51
2007-05-28,2007,5,28,30.52,0.02,,,281.47
2007-05-29,2007,5,29,30.13,,,,257.98
2007-05-30,2007,5,30,29.86,,,,243.42
2007-05-31,2007,5,31,29.89,,,,194.44
2007-06-01,2007,6,1,29.84,,,,197.47
2007-06-02,2007,6,2,29.97,,,,279.91
2007-06-03,2007,6,3,29.71,,,,123.76
2007-06-04,2007,6,4,29.78,,,,240.51
2007-06-05,2007,6,5,29.76,1.0,,,261.77
2007-06-06,2007,6,6,29.67,-0.01,,,77.99
2007-06-07,2007,6,7,29.81,0.1,,,263.71
2007-06-08,2007,6,8,29.76,0.38,,,202.52
2007-06-09,2007,6,9,29.93,-0.02,,,278.54
2007-06-10,2007,6,10,29.88,-0.02,,,277.45
2007-06-11,2007,6,11,29.75,0.87,,,134.64
2007-06-12,2007,6,12,29.73,0.88,,,53.17
2007-06-13,2007,6,13,29.76,0.01,,,173.19
2007-06-14,2007,6,14,29.64,,,,61.53
2007-06-15,2007,6,15,29.47,,,,115.87
2007-06-16,2007,6,16,29.4,,,,189.49
2007-06-17,2007,6,17,29.33,,,,196.13
2007-06-18,2007,6,18,29.08,,,,177.54
2007-06-19,2007,6,19,29.01,,,,165.2
2007-06-20,2007,6,20,29.06,,,,160.73
2007-06-21,2007,6,21,29.07,,,,247.63
2007-06-22,2007,6,22,29.21,,,,211.46
2007-06-23,2007,6,23,29.29,,,,272.74
2007-06-24,2007,6,24,29.45,,,,205.26
2007-06-25,2007,6,25,29.33,,,,154.96
2007-06-26,2007,6,26,29.17,,,,55.15
2007-06-27,2007,6,27,29.08,,,,155.68
2007-06-28,2007,6,28,29.03,,,,141.21
2007-06-29,2007,6,29,29.07,,,,252.52
2007-06-30,2007,6,30,29.09,,,,267.73
2007-07-01,2007,7,1,29.09,,,,274.57
2007-07-02,2007,7,2,29.15,,,,269.42
2007-07-03,2007,7,3,29.17,,,,269.77
2007-07-04,2007,7,4,29.26,,,,254.5
2007-07-05,2007,7,5,29.25,,,,267.72
2007-07-06,2007,7,6,29.21,,,,275.56
2007-07-07,2007,7,7,29.17,,,,219.52
2007-07-08,2007,7,8,29.15,,,,167.98
2007-07-09,2007,7,9,29.19,,,,222.79
2007-07-10,2007,7,10,29.16,,,,148.35
2007-07-11,2007,7,11,29.22,,,,268.79
2007-07-12,2007,7,12,29.17,,,,191.11
2007-07-13,2007,7,13,29.15,,,,218.32
2007-07-14,2007,7,14,29.15,,,,251.16
2007-07-15,2007,7,15,29.06,,,,157.52
2007-07-16,2007,7,16,29.08,,,,219.5
2007-07-17,2007,7,17,29.07,,,,238.2
2007-07-18,2007,7,18,29.01,,,,206.95
2007-07-19,2007,7,19,28.95,,,,171.53
2007-07-20,2007,7,20,28.87,,,,69.91
2007-07-21,2007,7,21,28.81,,,,119.26
2007-07-22,2007,7,22,28.8,,,,172.29
2007-07-23,2007,7,23,28.75,,,,185.56
2007-07-24,2007,7,24,28.71,,,,69.62
2007-07-25,2007,7,25,28.98,,,,280.34
2007-07-26,2007,7,26,29.14,,,,278.46
2007-07-27,2007,7,27,29.0,,,,259.75
2007-07-28,2007,7,28,29.12,,,,253.97
2007-07-29,2007,7,29,28.95,,,,215.59
2007-07-30,2007,7,30,28.83,,,,98.76
2007-07-31,2007,7,31,28.84,,,,135.07
2007-08-01,2007,8,1,28.91,,,,289.82
2007-08-02,2007,8,2,29.01,,,,264.62
2007-08-03,2007,8,3,28.92,,,,289.37
2007-08-04,2007,8,4,28.83,,,,279.9
2007-08-05,2007,8,5,28.8,,,,300.43
2007-08-06,2007,8,6,28.91,,,,293.89
2007-08-07,2007,8,7,28.88,,,,232.99
2007-08-08,2007,8,8,28.83,,,,220.72
2007-08-09,2007,8,9,28.83,,,,237.17
2007-08-10,2007,8,10,28.8,,,,217.62
2007-08-11,2007,8,11,28.76,,,,220.89
2007-08-12,2007,8,12,28.68,,,,215.76
2007-08-13,2007,8,13,28.6,,,,108.59
2007-08-14,2007,8,14,28.72,,,,271.69
2007-08-15,2007,8,15,28.66,,,,117.36
2007-08-16,2007,8,16,28.68,,,,228.59
2007-08-17,2007,8,17,28.62,,,,194.55
2007-08-18,2007,8,18,28.62,,,,256.31
2007-08-19,2007,8,19,28.56,,,,99.51
2007-08-20,2007,8,20,28.51,,,,61.88
2007-08-21,2007,8,21,28.52,,,,150.59
2007-08-22,2007,8,22,28.53,,,,188.7
2007-08-23,2007,8,23,28.56,,,,198.83
2007-08-24,2007,8,24,28.56,,,,259.97
2007-08-25,2007,8,25,28.96,,,,277.77
2007-08-26,2007,8,26,28.94,,,,264.54
2007-08-27,2007,8,27,29.06,,,,289.08
2007-08-28,2007,8,28,28.95,,,,253.36
2007-08-29,2007,8,29,28.93,,,,212.21
2007-08-30,2007,8,30,28.85,,,,113.18
2007-08-31,2007,8,31,28.68,,,,113.2
2007-09-01,2007,9,1,28.62,,,,67.14
2007-09-02,2007,9,2,28.59,,,,204.34
2007-09-03,2007,9,3,28.59,,,,246.68
2007-09-04,2007,9,4,28.7,,,,256.74
2007-09-05,2007,9,5,28.9,,,,244.25
2007-09-06,2007,9,6,28.76,,,,228.95
2007-09-07,2007,9,7,28.7,,,,217.94
2007-09-08,2007,9,8,28.61,,,,205.8
2007-09-09,2007,9,9,28.78,,,,245.9
2007-09-10,2007,9,10,28.91,,,,261.87
2007-09-11,2007,9,11,28.82,,,,297.52
2007-09-12,2007,9,12,28.93,,,,287.65
2007-09-13,2007,9,13,28.78,,,,162.02
2007-09-14,2007,9,14,28.78,,,,150.4
2007-09-15,2007,9,15,28.68,,,,173.59
2007-09-16,2007,9,16,28.66,,,,265.81
2007-09-17,2007,9,17,28.69,,,,221.22
2007-09-18,2007,9,18,28.66,,,,191.69
2007-09-19,2007,9,19,28.59,,,,147.32
2007-09-20,2007,9,20,28.67,,,,297.34
2007-09-21,2007,9,21,28.76,,,,290.95
2007-09-22,2007,9,22,28.72,,,,288.2
2007-09-23,2007,9,23,28.69,,,,162.99
2007-09-24,2007,9,24,28.85,,,,291.5
2007-09-25,2007,9,25,28.85,,,,277.54
2007-09-26,2007,9,26,28.88,,,,205.04
2007-09-27,2007,9,27,28.95,,,,269.19
2007-09-28,2007,9,28,28.96,,,,285.52
2007-09-29,2007,9,29,28.91,,,,182.3
2007-09-30,2007,9,30,28.75,,,,108.78
2007-10-01,2007,10,1,28.69,,,,188.61
2007-10-02,2007,10,2,28.63,,,,275.53
2007-10-03,2007,10,3,28.59,,,,253.91
2007-10-04,2007,10,4,28.53,,,,128.01
2007-10-05,2007,10,5,28.44,,,,70.29
2007-10-06,2007,10,6,28.37,,,,112.96
2007-10-08,2007,10,8,28.9,0.05,78.0,2.1,252.73
2007-10-09,2007,10,9,28.77,0.24,79.2,3.9,229.45
2007-10-10,2007,10,10,28.62,0.0,78.4,3.7,296.98
2007-10-11,2007,10,11,28.99,0.1,79.2,1.1,280.68
2007-10-12,2007,10,12,29.11,0.19,76.8,1.6,276.49
2007-10-13,2007,10,13,28.51,1.43,82.9,5.3,112.08
2007-10-14,2007,10,14,28.37,0.05,83.7,5.1,95.78
2007-10-15,2007,10,15,28.41,0.24,82.9,3.0,173.09
2007-10-16,2007,10,16,28.54,0.05,82.9,3.7,262.98
2007-10-17,2007,10,17,28.45,0.57,85.3,4.2,122.33
2007-10-18,2007,10,18,28.69,0.19,82.1,4.0,264.38
2007-10-19,2007,10,19,28.48,,88.2,7.5,73.42
2007-10-20,2007,10,20,28.43,,85.7,8.2,161.91
2007-10-21,2007,10,21,28.32,,89.0,8.5,55.26
2007-10-22,2007,10,22,28.25,0.33,83.3,8.1,125.12
2007-10-23,2007,10,23,28.21,0.0,82.1,7.2,174.02
2007-10-24,2007,10,24,28.09,1.96,86.6,5.5,111.15
2007-10-25,2007,10,25,28.07,1.0,86.6,6.9,182.87
2007-10-26,2007,10,26,28.08,0.67,86.2,8.9,93.45
2007-10-27,2007,10,27,28.08,0.0,80.5,9.2,168.9
2007-10-28,2007,10,28,28.17,0.0,82.5,6.7,242.49
2007-10-29,2007,10,29,28.18,0.0,82.5,5.4,276.02
2007-10-30,2007,10,30,28.33,0.05,82.1,3.4,208.49
2007-10-31,2007,10,31,28.23,0.14,84.9,3.2,198.71
2007-11-01,2007,11,1,28.32,0.1,82.5,2.9,244.82
2007-11-02,2007,11,2,27.99,0.48,85.3,4.7,39.43
2007-11-03,2007,11,3,28.03,0.0,82.5,6.9,215.94
2007-11-04,2007,11,4,28.46,0.0,78.0,2.6,249.47
2007-11-05,2007,11,5,28.51,0.0,78.8,3.7,276.02
2007-11-06,2007,11,6,28.32,0.1,83.7,5.4,227.58
2007-11-07,2007,11,7,28.1,0.05,84.9,8.2,62.71
2007-11-08,2007,11,8,27.99,0.62,84.5,6.8,85.53
2007-11-09,2007,11,9,27.93,0.1,84.5,7.9,65.97
2007-11-10,2007,11,10,27.9,0.43,83.3,6.6,187.53
2007-11-11,2007,11,11,27.96,0.05,82.5,7.6,263.45
2007-11-12,2007,11,12,28.08,0.1,83.3,7.5,264.84
2007-11-13,2007,11,13,28.1,0.0,82.1,6.8,256.46
2007-11-14,2007,11,14,28.34,0.0,82.1,3.3,278.82
2007-11-15,2007,11,15,28.79,0.0,76.0,0.6,275.56
2007-11-16,2007,11,16,28.64,0.1,80.1,3.4,272.76
2007-11-17,2007,11,17,28.6,0.0,82.1,2.9,296.05
2007-11-18,2007,11,18,28.87,0.05,80.1,1.8,265.31
2007-11-19,2007,11,19,28.71,0.86,81.7,3.0,268.1
2007-11-20,2007,11,20,28.55,0.05,81.7,2.6,174.02
2007-11-21,2007,11,21,28.54,0.14,81.3,4.2,234.57
2007-11-22,2007,11,22,28.8,0.0,78.8,1.7,260.65
2007-11-23,2007,11,23,28.94,0.0,76.0,2.7,264.38
2007-11-24,2007,11,24,28.95,0.0,76.0,2.1,266.71
2007-11-25,2007,11,25,29.13,0.0,76.8,1.3,285.8
2007-11-26,2007,11,26,29.15,0.05,77.6,2.5,244.35
2007-11-27,2007,11,27,29.06,0.38,78.0,1.7,235.97
2007-11-28,2007,11,28,28.93,0.1,77.2,2.9,230.38
2007-11-29,2007,11,29,29.13,0.24,76.8,2.1,268.57
2007-11-30,2007,11,30,29.15,0.0,79.6,2.5,262.05
2007-12-01,2007,12,1,28.93,0.67,82.1,3.3,134.9
2007-12-02,2007,12,2,28.74,0.38,86.2,7.5,67.84
2007-12-03,2007,12,3,28.38,-0.05,79.6,10.3,91.12
2007-12-04,2007,12,4,28.2,-0.05,77.2,9.6,267.64
2007-12-05,2007,12,5,28.18,0.0,79.2,8.3,271.83
2007-12-06,2007,12,6,28.24,0.0,81.3,8.0,271.36
2007-12-07,2007,12,7,28.28,0.53,84.1,7.2,189.39
2007-12-08,2007,12,8,28.45,0.43,83.7,1.6,139.56
2007-12-09,2007,12,9,28.4,0.1,83.3,3.9,65.51
2007-12-10,2007,12,10,28.41,0.43,84.1,2.9,111.62
2007-12-11,2007,12,11,28.39,0.19,84.9,5.2,97.64
2007-12-12,2007,12,12,28.41,0.14,82.9,3.4,139.09
2007-12-13,2007,12,13,28.63,0.0,81.3,2.3,154.93
2007-12-14,2007,12,14,28.36,1.48,84.5,3.4,142.35
2007-12-15,2007,12,15,28.04,0.0,80.9,3.8,141.89
2007-12-16,2007,12,16,28.42,0.0,80.1,2.8,249.47
2007-12-17,2007,12,17,28.61,0.05,80.9,4.2,265.77
2007-12-18,2007,12,18,28.61,0.0,81.7,4.3,254.13
2007-12-19,2007,12,19,28.83,0.0,82.1,4.2,269.97
2007-12-20,2007,12,20,28.62,0.0,82.1,4.1,195.45
2007-12-21,2007,12,21,28.86,0.0,82.9,2.7,207.56
2007-12-22,2007,12,22,29.01,0.1,79.6,1.8,184.27
2007-12-23,2007,12,23,29.13,0.91,80.5,3.7,227.58
2007-12-24,2007,12,24,28.48,0.24,83.7,5.4,79.94
2007-12-25,2007,12,25,28.57,0.0,76.0,3.7,236.9
2007-12-26,2007,12,26,28.34,0.0,75.6,4.9,140.03
2007-12-27,2007,12,27,28.45,-0.05,70.7,5.8,203.83
2007-12-28,2007,12,28,28.38,-0.05,,6.4,206.63
2007-12-29,2007,12,29,28.38,-0.05,69.9,4.8,203.37
2007-12-30,2007,12,30,28.43,0.0,71.9,4.0,217.8
2007-12-31,2007,12,31,28.44,0.0,70.7,2.9,226.65
2008-01-01,2008,1,1,28.5,0.0,76.4,1.8,164.71
2008-01-02,2008,1,2,28.44,0.05,73.5,1.7,169.83
2008-01-03,2008,1,3,28.61,0.0,73.5,3.0,247.15
2008-01-04,2008,1,4,28.66,0.0,76.0,1.0,197.31
2008-01-05,2008,1,5,28.8,0.0,74.8,1.0,247.61
2008-01-06,2008,1,6,29.06,,,,
2008-01-07,2008,1,7,29.29,,,,
2008-01-08,2008,1,8,29.14,,,,
2008-01-09,2008,1,9,29.22,,,,
2008-01-10,2008,1,10,29.37,,,,
2008-01-11,2008,1,11,29.38,,,,
2008-01-12,2008,1,12,29.76,,,,
2008-01-13,2008,1,13,29.55,,,,
2008-01-14,2008,1,14,29.39,,,,
2008-01-15,2008,1,15,29.21,,,,
2008-01-16,2008,1,16,29.0,,,,
2008-01-17,2008,1,17,28.92,,,,
2008-01-18,2008,1,18,29.11,,,,
2008-01-19,2008,1,19,29.25,,,,
2008-01-20,2008,1,20,29.68,,,,
2008-01-21,2008,1,21,29.42,,,,
2008-01-22,2008,1,22,29.22,,,,
2008-01-23,2008,1,23,29.16,,,,
2008-01-24,2008,1,24,29.4,,,,
2008-01-25,2008,1,25,29.54,,,,
2008-01-26,2008,1,26,29.29,,,,
2008-01-27,2008,1,27,29.36,,,,
2008-01-28,2008,1,28,29.23,,,,
2008-01-29,2008,1,29,29.29,,,,
2008-01-30,2008,1,30,29.25,,,,
2008-01-31,2008,1,31,29.27,,,,
2008-02-01,2008,2,1,29.4,,,,
2008-02-02,2008,2,2,29.25,,,,
2008-02-03,2008,2,3,29.33,,,,
2008-02-04,2008,2,4,29.28,,,,
2008-02-05,2008,2,5,29.16,,,,
2008-02-06,2008,2,6,29.34,,,,
2008-02-07,2008,2,7,29.57,,,,
2008-02-08,2008,2,8,29.29,,,,
2008-02-09,2008,2,9,29.3,,,,
2008-02-10,2008,2,10,29.2,,,,
2008-02-11,2008,2,11,28.97,,,,
2008-02-12,2008,2,12,28.84,,,,
2008-02-13,2008,2,13,29.0,,,,
2008-02-14,2008,2,14,28.87,,,,
2008-02-15,2008,2,15,28.79,,,,
2008-02-16,2008,2,16,28.79,,,,
2008-02-17,2008,2,17,28.64,,,,
2008-02-18,2008,2,18,28.75,,,,
2008-02-19,2008,2,19,29.14,,,,
2008-02-20,2008,2,20,29.43,,,,
2008-02-21,2008,2,21,29.28,,,,
2008-02-22,2008,2,22,28.75,,,,
2008-02-23,2008,2,23,28.82,,,,
2008-02-24,2008,2,24,29.13,,,,
2008-02-25,2008,2,25,29.24,,,,
2008-02-26,2008,2,26,29.51,,,,
2008-02-27,2008,2,27,29.5,,,,
2008-02-28,2008,2,28,29.61,,,,
2008-02-29,2008,2,29,29.62,,,,
2008-03-01,2008,3,1,29.76,,,,
2008-03-02,2008,3,2,29.68,,,,
2008-03-03,2008,3,3,29.49,,,,
2008-03-04,2008,3,4,29.51,,,,
2008-03-05,2008,3,5,29.39,,,,
2008-03-06,2008,3,6,29.14,,,,
2008-03-07,2008,3,7,29.14,,,,
2008-03-08,2008,3,8,29.03,,,,
2008-03-09,2008,3,9,28.88,,,,
2008-03-10,2008,3,10,29.0,,,,
2008-03-11,2008,3,11,29.14,,,,
2008-03-12,2008,3,12,29.1,,,,
2008-03-13,2008,3,13,29.01,,,,
2008-03-14,2008,3,14,28.85,,,,
2008-03-15,2008,3,15,28.92,,,,
2008-03-16,2008,3,16,28.97,,,,
2008-03-17,2008,3,17,28.95,,,,
2008-03-18,2008,3,18,28.74,,,,
2008-03-19,2008,3,19,28.87,,,,
2008-03-20,2008,3,20,29.48,,,,
2008-03-21,2008,3,21,29.52,,,,
2008-03-22,2008,3,22,29.64,,,,
2008-03-23,2008,3,23,29.56,,,,
2008-03-24,2008,3,24,29.39,,,,
2008-03-25,2008,3,25,29.21,,,,
2008-03-26,2008,3,26,29.08,,,,
2008-03-27,2008,3,27,29.23,,,,
2008-03-28,2008,3,28,29.18,,,,
2008-03-29,2008,3,29,29.16,,,,
2008-03-30,2008,3,30,29.0,,,,
2008-03-31,2008,3,31,28.8,,,,
2008-04-01,2008,4,1,29.24,,,,
2008-04-02,2008,4,2,29.23,,,,
2008-04-03,2008,4,3,29.57,,,,
2008-04-04,2008,4,4,29.85,,,,
2008-04-05,2008,4,5,29.78,,,,
2008-04-06,2008,4,6,29.46,,,,
2008-04-07,2008,4,7,29.64,,,,
