Date,Year,month,day,RR_original,RR_estimation_method,RR_imputed,imputation_method,is_outlier
2005-04-02,2005,4,2,8888.0,meteorological_log_domain,7.768968056027478,,False
2005-04-03,2005,4,3,0.0,,5.183574463358577e-05,,False
2005-04-04,2005,4,4,1.0,,1.0,,False
2005-04-05,2005,4,5,0.0,,5.183574463358577e-05,,False
2005-04-06,2005,4,6,26.0,,25.999999999999996,,True
2005-04-07,2005,4,7,0.0,,5.183574463358577e-05,,False
2005-04-08,2005,4,8,0.0,,5.183574463358577e-05,,False
2005-04-09,2005,4,9,10.0,,9.999999999999998,,False
2005-04-10,2005,4,10,8888.0,meteorological_log_domain,3.3501831357067258,,False
2005-04-11,2005,4,11,0.0,,5.183574463358577e-05,,False
2005-04-12,2005,4,12,0.0,,5.183574463358577e-05,,False
2005-04-13,2005,4,13,0.0,,5.183574463358577e-05,,False
2005-04-14,2005,4,14,0.0,,5.183574463358577e-05,,False
2005-04-15,2005,4,15,0.0,,5.183574463358577e-05,,False
2005-04-16,2005,4,16,0.0,,5.183574463358577e-05,,False
2005-04-17,2005,4,17,0.0,,5.183574463358577e-05,,False
2005-04-18,2005,4,18,8888.0,meteorological_log_domain,1.1526352312072985,,False
2005-04-19,2005,4,19,0.0,,5.183574463358577e-05,,False
2005-04-20,2005,4,20,0.0,,5.183574463358577e-05,,False
2005-04-21,2005,4,21,0.0,,5.183574463358577e-05,,False
2005-04-22,2005,4,22,0.0,,5.183574463358577e-05,,False
2005-04-23,2005,4,23,0.0,,5.183574463358577e-05,,False
2005-04-24,2005,4,24,0.0,,5.183574463358577e-05,,False
2005-04-25,2005,4,25,0.0,,5.183574463358577e-05,,False
2005-04-26,2005,4,26,0.0,,5.183574463358577e-05,,False
2005-04-27,2005,4,27,5.0,,5.0,,False
2005-04-28,2005,4,28,0.0,,5.183574463358577e-05,,False
2005-04-29,2005,4,29,0.0,,5.183574463358577e-05,,False
2005-04-30,2005,4,30,0.0,,5.183574463358577e-05,,False
2005-05-01,2005,5,1,8888.0,meteorological_log_domain,9.178289862377298,,False
2005-05-02,2005,5,2,47.0,,47.0,,True
2005-05-03,2005,5,3,0.0,,5.183574463358577e-05,,False
2005-05-04,2005,5,4,0.0,,5.183574463358577e-05,,False
2005-05-05,2005,5,5,72.0,,72.00000000000001,,True
2005-05-06,2005,5,6,0.0,,5.183574463358577e-05,,False
2005-05-07,2005,5,7,8.0,,8.0,,False
2005-05-08,2005,5,8,0.0,,5.183574463358577e-05,,False
2005-05-09,2005,5,9,0.0,,5.183574463358577e-05,,False
2005-05-10,2005,5,10,4.0,,4.0,,False
2005-05-11,2005,5,11,0.0,,5.183574463358577e-05,,False
2005-05-12,2005,5,12,0.0,,5.183574463358577e-05,,False
2005-05-13,2005,5,13,0.0,,5.183574463358577e-05,,False
2005-05-14,2005,5,14,0.0,,5.183574463358577e-05,,False
2005-05-15,2005,5,15,0.0,,5.183574463358577e-05,,False
2005-05-16,2005,5,16,0.0,,5.183574463358577e-05,,False
2005-05-17,2005,5,17,0.0,,5.183574463358577e-05,,False
2005-05-18,2005,5,18,0.0,,5.183574463358577e-05,,False
2005-05-19,2005,5,19,0.0,,5.183574463358577e-05,,False
2005-05-20,2005,5,20,0.0,,5.183574463358577e-05,,False
2005-05-21,2005,5,21,0.0,,5.183574463358577e-05,,False
2005-05-22,2005,5,22,7.0,,7.0,,False
2005-05-23,2005,5,23,0.0,,5.183574463358577e-05,,False
2005-05-24,2005,5,24,0.0,,5.183574463358577e-05,,False
2005-05-25,2005,5,25,0.0,,5.183574463358577e-05,,False
2005-05-26,2005,5,26,30.0,,29.999999999999993,,True
2005-05-27,2005,5,27,1.0,,1.0,,False
2005-05-28,2005,5,28,58.0,,57.999999999999986,,True
2005-05-29,2005,5,29,0.0,,5.183574463358577e-05,,False
2005-05-30,2005,5,30,0.0,,5.183574463358577e-05,,False
2005-05-31,2005,5,31,8888.0,meteorological_log_domain,2.9566420697328937,,False
2005-06-01,2005,6,1,0.0,,5.183574463358577e-05,,False
2005-06-02,2005,6,2,0.0,,5.183574463358577e-05,,False
2005-06-03,2005,6,3,0.0,,5.183574463358577e-05,,False
2005-06-04,2005,6,4,8888.0,meteorological_log_domain,4.757148786931723,,False
2005-06-05,2005,6,5,0.0,,5.183574463358577e-05,,False
2005-06-06,2005,6,6,0.0,,5.183574463358577e-05,,False
2005-06-07,2005,6,7,0.0,,5.183574463358577e-05,,False
2005-06-08,2005,6,8,8888.0,meteorological_log_domain,2.6097510781534035,,False
2005-06-09,2005,6,9,0.0,,5.183574463358577e-05,,False
2005-06-10,2005,6,10,0.0,,5.183574463358577e-05,,False
2005-06-11,2005,6,11,0.0,,5.183574463358577e-05,,False
2005-06-12,2005,6,12,0.0,,5.183574463358577e-05,,False
2005-06-13,2005,6,13,0.0,,5.183574463358577e-05,,False
2005-06-14,2005,6,14,0.0,,5.183574463358577e-05,,False
2005-06-15,2005,6,15,0.0,,5.183574463358577e-05,,False
2005-06-16,2005,6,16,0.0,,5.183574463358577e-05,,False
2005-06-17,2005,6,17,0.0,,5.183574463358577e-05,,False
2005-06-18,2005,6,18,0.0,,5.183574463358577e-05,,False
2005-06-19,2005,6,19,0.0,,5.183574463358577e-05,,False
2005-06-20,2005,6,20,0.0,,5.183574463358577e-05,,False
2005-06-21,2005,6,21,0.0,,5.183574463358577e-05,,False
2005-06-22,2005,6,22,0.0,,5.183574463358577e-05,,False
2005-06-23,2005,6,23,0.0,,5.183574463358577e-05,,False
2005-06-24,2005,6,24,0.0,,5.183574463358577e-05,,False
2005-06-25,2005,6,25,0.0,,5.183574463358577e-05,,False
2005-06-26,2005,6,26,0.0,,5.183574463358577e-05,,False
2005-06-27,2005,6,27,0.0,,5.183574463358577e-05,,False
2005-06-28,2005,6,28,8888.0,meteorological_log_domain,3.2303118930787096,,False
2005-06-29,2005,6,29,8888.0,meteorological_log_domain,0.6306461716782988,,False
2005-06-30,2005,6,30,2.0,,1.9999999999999998,,False
2005-07-01,2005,7,1,0.0,,5.183574463358577e-05,,False
2005-07-02,2005,7,2,0.0,,5.183574463358577e-05,,False
2005-07-03,2005,7,3,0.0,,5.183574463358577e-05,,False
2005-07-04,2005,7,4,0.0,,5.183574463358577e-05,,False
2005-07-05,2005,7,5,0.0,,5.183574463358577e-05,,False
2005-07-06,2005,7,6,0.0,,5.183574463358577e-05,,False
2005-07-07,2005,7,7,8888.0,meteorological_log_domain,10.190359814032053,,False
2005-07-08,2005,7,8,0.0,,5.183574463358577e-05,,False
2005-07-09,2005,7,9,0.0,,5.183574463358577e-05,,False
2005-07-10,2005,7,10,0.0,,5.183574463358577e-05,,False
2005-07-11,2005,7,11,0.0,,5.183574463358577e-05,,False
2005-07-12,2005,7,12,0.0,,5.183574463358577e-05,,False
2005-07-13,2005,7,13,9.0,,8.999999999999998,,False
2005-07-14,2005,7,14,2.0,,1.9999999999999998,,False
2005-07-15,2005,7,15,6.0,,6.0,,False
2005-07-16,2005,7,16,3.0,,3.0,,False
2005-07-17,2005,7,17,0.0,,5.183574463358577e-05,,False
2005-07-18,2005,7,18,23.0,,23.0,,False
2005-07-19,2005,7,19,0.0,,5.183574463358577e-05,,False
2005-07-20,2005,7,20,6.0,,6.0,,False
2005-07-21,2005,7,21,0.0,,5.183574463358577e-05,,False
2005-07-22,2005,7,22,8888.0,meteorological_log_domain,3.0226968007423647,,False
2005-07-23,2005,7,23,18.0,,17.999999999999996,,False
2005-07-24,2005,7,24,0.0,,5.183574463358577e-05,,False
2005-07-25,2005,7,25,0.0,,5.183574463358577e-05,,False
2005-07-26,2005,7,26,0.0,,5.183574463358577e-05,,False
2005-07-27,2005,7,27,0.0,,5.183574463358577e-05,,False
2005-07-28,2005,7,28,0.0,,5.183574463358577e-05,,False
2005-07-29,2005,7,29,0.0,,5.183574463358577e-05,,False
2005-07-30,2005,7,30,0.0,,5.183574463358577e-05,,False
2005-07-31,2005,7,31,0.0,,5.183574463358577e-05,,False
2005-08-01,2005,8,1,0.0,,5.183574463358577e-05,,False
2005-08-02,2005,8,2,1.0,,1.0,,False
2005-08-03,2005,8,3,1.0,,1.0,,False
2005-08-04,2005,8,4,0.0,,5.183574463358577e-05,,False
2005-08-05,2005,8,5,0.0,,5.183574463358577e-05,,False
2005-08-06,2005,8,6,0.0,,5.183574463358577e-05,,False
2005-08-07,2005,8,7,0.0,,5.183574463358577e-05,,False
2005-08-08,2005,8,8,0.0,,5.183574463358577e-05,,False
2005-08-09,2005,8,9,0.0,,5.183574463358577e-05,,False
2005-08-10,2005,8,10,0.0,,5.183574463358577e-05,,False
2005-08-11,2005,8,11,0.0,,5.183574463358577e-05,,False
2005-08-12,2005,8,12,0.0,,5.183574463358577e-05,,False
2005-08-13,2005,8,13,0.0,,5.183574463358577e-05,,False
2005-08-14,2005,8,14,8888.0,meteorological_log_domain,0.9862270114630609,,False
2005-08-15,2005,8,15,8888.0,meteorological_log_domain,2.6098364131707097,,False
2005-08-16,2005,8,16,0.0,,5.183574463358577e-05,,False
2005-08-17,2005,8,17,0.0,,5.183574463358577e-05,,False
2005-08-18,2005,8,18,0.0,,5.183574463358577e-05,,False
2005-08-19,2005,8,19,2.0,,1.9999999999999998,,False
2005-08-20,2005,8,20,8888.0,meteorological_log_domain,5.201000686042575,,False
2005-08-21,2005,8,21,0.0,,5.183574463358577e-05,,False
2005-08-22,2005,8,22,13.0,,13.000000000000002,,False
2005-08-23,2005,8,23,8888.0,meteorological_log_domain,1.2495206004856845,,False
2005-08-24,2005,8,24,8888.0,meteorological_log_domain,1.3501473682308196,,False
2005-08-25,2005,8,25,4.0,,4.0,,False
2005-08-26,2005,8,26,2.0,,1.9999999999999998,,False
2005-08-27,2005,8,27,0.0,,5.183574463358577e-05,,False
2005-08-28,2005,8,28,1.0,,1.0,,False
2005-08-29,2005,8,29,0.0,,5.183574463358577e-05,,False
2005-08-30,2005,8,30,0.0,,5.183574463358577e-05,,False
2005-08-31,2005,8,31,0.0,,5.183574463358577e-05,,False
2005-09-01,2005,9,1,11.0,,10.999999999999998,,False
2005-09-02,2005,9,2,16.0,,16.000000000000004,,False
2005-09-03,2005,9,3,8888.0,meteorological_log_domain,3.106007998418755,,False
2005-09-04,2005,9,4,3.0,,3.0,,False
2005-09-05,2005,9,5,0.0,,5.183574463358577e-05,,False
2005-09-06,2005,9,6,26.0,,25.999999999999996,,True
2005-09-07,2005,9,7,0.0,,5.183574463358577e-05,,False
2005-09-08,2005,9,8,0.0,,5.183574463358577e-05,,False
2005-09-09,2005,9,9,0.0,,5.183574463358577e-05,,False
2005-09-10,2005,9,10,0.0,,5.183574463358577e-05,,False
2005-09-11,2005,9,11,3.0,,3.0,,False
2005-09-12,2005,9,12,0.0,,5.183574463358577e-05,,False
2005-09-13,2005,9,13,0.0,,5.183574463358577e-05,,False
2005-09-14,2005,9,14,0.0,,5.183574463358577e-05,,False
2005-09-15,2005,9,15,0.0,,5.183574463358577e-05,,False
2005-09-16,2005,9,16,0.0,,5.183574463358577e-05,,False
2005-09-17,2005,9,17,0.0,,5.183574463358577e-05,,False
2005-09-18,2005,9,18,0.0,,5.183574463358577e-05,,False
2005-09-19,2005,9,19,2.0,,1.9999999999999998,,False
2005-09-20,2005,9,20,0.0,,5.183574463358577e-05,,False
2005-09-21,2005,9,21,0.0,,5.183574463358577e-05,,False
2005-09-22,2005,9,22,0.0,,5.183574463358577e-05,,False
2005-09-23,2005,9,23,2.0,,1.9999999999999998,,False
2005-09-24,2005,9,24,7.0,,7.0,,False
2005-09-25,2005,9,25,0.0,,5.183574463358577e-05,,False
2005-09-26,2005,9,26,0.0,,5.183574463358577e-05,,False
2005-09-27,2005,9,27,0.0,,5.183574463358577e-05,,False
2005-09-28,2005,9,28,17.0,,16.999999999999996,,False
2005-09-29,2005,9,29,0.0,,5.183574463358577e-05,,False
2005-09-30,2005,9,30,0.0,,5.183574463358577e-05,,False
2005-10-01,2005,10,1,6.0,,6.0,,False
2005-10-02,2005,10,2,8888.0,meteorological_log_domain,2.0715811219072258,,False
2005-10-03,2005,10,3,0.0,,5.183574463358577e-05,,False
2005-10-04,2005,10,4,2.0,,1.9999999999999998,,False
2005-10-05,2005,10,5,0.0,,5.183574463358577e-05,,False
2005-10-06,2005,10,6,0.0,,5.183574463358577e-05,,False
2005-10-07,2005,10,7,2.0,,1.9999999999999998,,False
2005-10-08,2005,10,8,8888.0,meteorological_log_domain,6.034013326649547,,False
2005-10-09,2005,10,9,0.0,,5.183574463358577e-05,,False
2005-10-10,2005,10,10,29.0,,29.000000000000004,,True
2005-10-11,2005,10,11,8888.0,meteorological_log_domain,1.093109305437461,,False
2005-10-12,2005,10,12,4.0,,4.0,,False
2005-10-13,2005,10,13,8888.0,meteorological_log_domain,0.5054575201256217,,False
2005-10-14,2005,10,14,0.0,,5.183574463358577e-05,,False
2005-10-15,2005,10,15,0.0,,5.183574463358577e-05,,False
2005-10-16,2005,10,16,24.0,,24.000000000000004,,False
2005-10-17,2005,10,17,0.0,,5.183574463358577e-05,,False
2005-10-18,2005,10,18,10.0,,9.999999999999998,,False
2005-10-19,2005,10,19,8888.0,meteorological_log_domain,0.7360989492666931,,False
2005-10-20,2005,10,20,19.0,,19.0,,False
2005-10-21,2005,10,21,6.0,,6.0,,False
2005-10-22,2005,10,22,7.0,,7.0,,False
2005-10-23,2005,10,23,2.0,,1.9999999999999998,,False
2005-10-24,2005,10,24,6.0,,6.0,,False
2005-10-25,2005,10,25,6.0,,6.0,,False
2005-10-26,2005,10,26,0.0,,5.183574463358577e-05,,False
2005-10-27,2005,10,27,0.0,,5.183574463358577e-05,,False
2005-10-28,2005,10,28,4.0,,4.0,,False
2005-10-29,2005,10,29,0.0,,5.183574463358577e-05,,False
2005-10-30,2005,10,30,0.0,,5.183574463358577e-05,,False
2005-10-31,2005,10,31,42.0,,42.0,,True
2005-11-01,2005,11,1,1.0,,1.0,,False
2005-11-02,2005,11,2,8.0,,8.0,,False
2005-11-03,2005,11,3,6.0,,6.0,,False
2005-11-04,2005,11,4,8888.0,meteorological_log_domain,4.18363507467509,,False
2005-11-05,2005,11,5,8888.0,meteorological_log_domain,2.6048410617271047,,False
2005-11-06,2005,11,6,0.0,,5.183574463358577e-05,,False
2005-11-07,2005,11,7,0.0,,5.183574463358577e-05,,False
2005-11-08,2005,11,8,1.0,,1.0,,False
2005-11-09,2005,11,9,5.0,,5.0,,False
2005-11-10,2005,11,10,2.0,,1.9999999999999998,,False
2005-11-11,2005,11,11,0.0,,5.183574463358577e-05,,False
2005-11-12,2005,11,12,3.0,,3.0,,False
2005-11-13,2005,11,13,26.0,,25.999999999999996,,True
2005-11-14,2005,11,14,1.0,,1.0,,False
2005-11-15,2005,11,15,87.0,,87.0,,True
2005-11-16,2005,11,16,85.0,,85.00000000000001,,True
2005-11-17,2005,11,17,12.0,,12.0,,False
2005-11-18,2005,11,18,37.0,,37.0,,True
2005-11-19,2005,11,19,0.0,,5.183574463358577e-05,,False
2005-11-20,2005,11,20,26.0,,25.999999999999996,,True
2005-11-21,2005,11,21,0.0,,5.183574463358577e-05,,False
2005-11-22,2005,11,22,2.0,,1.9999999999999998,,False
2005-11-23,2005,11,23,8888.0,meteorological_log_domain,11.883659703647918,,False
2005-11-24,2005,11,24,5.0,,5.0,,False
2005-11-25,2005,11,25,8888.0,meteorological_log_domain,3.7147233473751324,,False
2005-11-26,2005,11,26,5.0,,5.0,,False
2005-11-27,2005,11,27,11.0,,10.999999999999998,,False
2005-11-28,2005,11,28,2.0,,1.9999999999999998,,False
2005-11-29,2005,11,29,7.0,,7.0,,False
2005-11-30,2005,11,30,33.0,,33.0,,True
2005-12-01,2005,12,1,38.0,,38.0,,True
2005-12-02,2005,12,2,70.0,,70.00000000000001,,True
2005-12-03,2005,12,3,9.0,,8.999999999999998,,False
2005-12-04,2005,12,4,0.0,,5.183574463358577e-05,,False
2005-12-05,2005,12,5,11.0,,10.999999999999998,,False
2005-12-06,2005,12,6,2.0,,1.9999999999999998,,False
2005-12-07,2005,12,7,42.0,,42.0,,True
2005-12-08,2005,12,8,16.0,,16.000000000000004,,False
2005-12-09,2005,12,9,8888.0,meteorological_log_domain,5.901637925850755,,False
2005-12-10,2005,12,10,49.0,,49.00000000000001,,True
2005-12-11,2005,12,11,22.0,,22.0,,False
2005-12-12,2005,12,12,36.0,,36.00000000000001,,True
2005-12-13,2005,12,13,0.0,,5.183574463358577e-05,,False
2005-12-14,2005,12,14,8888.0,meteorological_log_domain,20.55337132965607,,False
2005-12-15,2005,12,15,13.0,,13.000000000000002,,False
2005-12-16,2005,12,16,6.0,,6.0,,False
2005-12-17,2005,12,17,21.0,,21.0,,False
2005-12-18,2005,12,18,19.0,,19.0,,False
2005-12-19,2005,12,19,8888.0,meteorological_log_domain,7.430421534639391,,False
2005-12-20,2005,12,20,0.0,,5.183574463358577e-05,,False
2005-12-21,2005,12,21,0.0,,5.183574463358577e-05,,False
2005-12-22,2005,12,22,0.0,,5.183574463358577e-05,,False
2005-12-23,2005,12,23,53.0,,53.0,,True
2005-12-24,2005,12,24,1.0,,1.0,,False
2005-12-25,2005,12,25,7.0,,7.0,,False
2005-12-26,2005,12,26,0.0,,5.183574463358577e-05,,False
2005-12-27,2005,12,27,0.0,,5.183574463358577e-05,,False
2005-12-28,2005,12,28,1.0,,1.0,,False
2005-12-29,2005,12,29,0.0,,5.183574463358577e-05,,False
2005-12-30,2005,12,30,0.0,,5.183574463358577e-05,,False
2005-12-31,2005,12,31,0.0,,5.183574463358577e-05,,False
2006-01-01,2006,1,1,6.0,,6.0,,False
2006-01-02,2006,1,2,5.0,,5.0,,False
2006-01-03,2006,1,3,12.0,,12.0,,False
2006-01-04,2006,1,4,8888.0,meteorological_log_domain,3.049815614599687,,False
2006-01-05,2006,1,5,24.0,,24.000000000000004,,False
2006-01-06,2006,1,6,27.0,,27.000000000000004,,True
2006-01-07,2006,1,7,5.0,,5.0,,False
2006-01-08,2006,1,8,8888.0,meteorological_log_domain,3.4046879629162143,,False
2006-01-09,2006,1,9,0.0,,5.183574463358577e-05,,False
2006-01-10,2006,1,10,10.0,,9.999999999999998,,False
2006-01-11,2006,1,11,2.0,,1.9999999999999998,,False
2006-01-12,2006,1,12,22.0,,22.0,,False
2006-01-13,2006,1,13,0.0,,5.183574463358577e-05,,False
2006-01-14,2006,1,14,0.0,,5.183574463358577e-05,,False
2006-01-15,2006,1,15,0.0,,5.183574463358577e-05,,False
2006-01-16,2006,1,16,1.0,,1.0,,False
2006-01-17,2006,1,17,0.0,,5.183574463358577e-05,,False
2006-01-18,2006,1,18,0.0,,5.183574463358577e-05,,False
2006-01-19,2006,1,19,0.0,,5.183574463358577e-05,,False
2006-01-20,2006,1,20,0.0,,5.183574463358577e-05,,False
2006-01-21,2006,1,21,1.0,,1.0,,False
2006-01-22,2006,1,22,0.0,,5.183574463358577e-05,,False
2006-01-23,2006,1,23,0.0,,5.183574463358577e-05,,False
2006-01-24,2006,1,24,0.0,,5.183574463358577e-05,,False
2006-01-25,2006,1,25,0.0,,5.183574463358577e-05,,False
2006-01-26,2006,1,26,5.0,,5.0,,False
2006-01-27,2006,1,27,0.0,,5.183574463358577e-05,,False
2006-01-28,2006,1,28,0.0,,5.183574463358577e-05,,False
2006-01-29,2006,1,29,0.0,,5.183574463358577e-05,,False
2006-01-30,2006,1,30,0.0,,5.183574463358577e-05,,False
2006-01-31,2006,1,31,0.0,,5.183574463358577e-05,,False
2006-02-01,2006,2,1,0.0,,5.183574463358577e-05,,False
2006-02-02,2006,2,2,0.0,,5.183574463358577e-05,,False
2006-02-03,2006,2,3,0.0,,5.183574463358577e-05,,False
2006-02-04,2006,2,4,0.0,,5.183574463358577e-05,,False
2006-02-05,2006,2,5,2.0,,1.9999999999999998,,False
2006-02-06,2006,2,6,0.0,,5.183574463358577e-05,,False
2006-02-07,2006,2,7,0.0,,5.183574463358577e-05,,False
2006-02-08,2006,2,8,0.0,,5.183574463358577e-05,,False
2006-02-09,2006,2,9,0.0,,5.183574463358577e-05,,False
2006-02-10,2006,2,10,0.0,,5.183574463358577e-05,,False
2006-02-11,2006,2,11,0.0,,5.183574463358577e-05,,False
2006-02-12,2006,2,12,2.0,,1.9999999999999998,,False
2006-02-13,2006,2,13,0.0,,5.183574463358577e-05,,False
2006-02-14,2006,2,14,28.0,,27.999999999999996,,True
2006-02-15,2006,2,15,0.0,,5.183574463358577e-05,,False
2006-02-16,2006,2,16,1.0,,1.0,,False
2006-02-17,2006,2,17,2.0,,1.9999999999999998,,False
2006-02-18,2006,2,18,0.0,,5.183574463358577e-05,,False
2006-02-19,2006,2,19,0.0,,5.183574463358577e-05,,False
2006-02-20,2006,2,20,0.0,,5.183574463358577e-05,,False
2006-02-21,2006,2,21,0.0,,5.183574463358577e-05,,False
2006-02-22,2006,2,22,1.0,,1.0,,False
2006-02-23,2006,2,23,1.0,,1.0,,False
2006-02-24,2006,2,24,8888.0,meteorological_log_domain,2.8660275401245396,,False
2006-02-25,2006,2,25,8.0,,8.0,,False
2006-02-26,2006,2,26,0.0,,5.183574463358577e-05,,False
2006-02-27,2006,2,27,8888.0,meteorological_log_domain,3.652887230444114,,False
2006-02-28,2006,2,28,0.0,,5.183574463358577e-05,,False
2006-03-01,2006,3,1,56.0,,55.999999999999986,,True
2006-03-02,2006,3,2,0.0,,5.183574463358577e-05,,False
2006-03-03,2006,3,3,1.0,,1.0,,False
2006-03-04,2006,3,4,0.0,,5.183574463358577e-05,,False
2006-03-05,2006,3,5,0.0,,5.183574463358577e-05,,False
2006-03-06,2006,3,6,0.0,,5.183574463358577e-05,,False
2006-03-07,2006,3,7,0.0,,5.183574463358577e-05,,False
2006-03-08,2006,3,8,0.0,,5.183574463358577e-05,,False
