Date,Year,Month,Day,SST,Q,S
2006-02-21,2006,2,21,30.2,4,5
2006-02-22,2006,2,22,29.75,4,5
2006-02-23,2006,2,23,29.54,4,5
2006-02-24,2006,2,24,29.5,4,5
2006-02-25,2006,2,25,29.38,4,5
2006-02-26,2006,2,26,29.53,4,5
2006-02-27,2006,2,27,29.54,4,5
2006-02-28,2006,2,28,29.65,4,5
2006-03-01,2006,3,1,29.64,4,5
2006-03-02,2006,3,2,29.62,4,5
2006-03-03,2006,3,3,29.86,4,5
2006-03-04,2006,3,4,29.72,4,5
2006-03-05,2006,3,5,29.85,4,5
2006-03-06,2006,3,6,29.96,4,5
2006-03-07,2006,3,7,30.08,4,5
2006-03-08,2006,3,8,30.21,4,5
2006-03-09,2006,3,9,30.21,4,5
2006-03-10,2006,3,10,30.39,4,5
2006-03-11,2006,3,11,30.45,4,5
2006-03-12,2006,3,12,30.09,4,5
2006-03-13,2006,3,13,30.17,4,5
2006-03-14,2006,3,14,29.9,4,5
2006-03-15,2006,3,15,29.66,4,5
2006-03-16,2006,3,16,29.84,4,5
2006-03-17,2006,3,17,29.69,4,5
2006-03-18,2006,3,18,29.65,4,5
2006-03-19,2006,3,19,29.5,4,5
2006-03-20,2006,3,20,29.42,4,5
2006-03-21,2006,3,21,29.27,4,5
2006-03-22,2006,3,22,29.15,4,5
2006-03-23,2006,3,23,29.13,4,5
2006-03-24,2006,3,24,29.18,4,5
2006-03-25,2006,3,25,29.2,4,5
2006-03-26,2006,3,26,29.03,4,5
2006-09-12,2006,9,12,28.42,1,5
2006-09-13,2006,9,13,28.33,1,5
2006-09-14,2006,9,14,28.41,1,5
2006-09-15,2006,9,15,28.32,1,5
2006-09-16,2006,9,16,28.18,1,5
2006-09-17,2006,9,17,28.36,1,5
2006-09-18,2006,9,18,28.44,1,5
2006-09-19,2006,9,19,28.43,1,5
2006-09-20,2006,9,20,28.47,1,5
2006-09-21,2006,9,21,28.46,1,5
2006-09-22,2006,9,22,28.52,1,5
2006-09-23,2006,9,23,28.54,1,5
2006-09-24,2006,9,24,28.54,1,5
2006-09-25,2006,9,25,28.59,1,5
2006-09-26,2006,9,26,28.61,1,5
2006-09-27,2006,9,27,28.55,1,5
2006-09-28,2006,9,28,28.49,1,5
2006-09-29,2006,9,29,28.51,1,5
2006-09-30,2006,9,30,28.58,1,5
2006-10-01,2006,10,1,28.65,1,5
2006-10-02,2006,10,2,28.68,1,5
2006-10-03,2006,10,3,28.65,1,5
2006-10-04,2006,10,4,28.64,1,5
2006-10-05,2006,10,5,28.59,1,5
2006-10-06,2006,10,6,28.58,1,5
2006-10-07,2006,10,7,28.66,1,5
2006-10-08,2006,10,8,28.65,1,5
2006-10-09,2006,10,9,28.55,1,5
2006-10-10,2006,10,10,28.69,1,5
2006-10-11,2006,10,11,28.61,1,5
2006-10-12,2006,10,12,28.94,1,5
2006-10-13,2006,10,13,28.63,1,5
2006-10-14,2006,10,14,28.62,1,5
2006-10-15,2006,10,15,28.5,1,5
2006-10-16,2006,10,16,28.64,1,5
2006-10-17,2006,10,17,28.57,1,5
2006-10-18,2006,10,18,28.46,1,5
2006-10-19,2006,10,19,28.28,1,5
2006-10-20,2006,10,20,28.04,1,5
2006-10-21,2006,10,21,28.54,1,5
2006-10-22,2006,10,22,28.15,1,5
2006-10-23,2006,10,23,28.16,1,5
2006-10-24,2006,10,24,27.96,1,5
2006-10-25,2006,10,25,28.15,1,5
2006-10-26,2006,10,26,28.27,1,5
2006-10-27,2006,10,27,28.32,1,5
2006-10-28,2006,10,28,28.21,1,5
2006-10-29,2006,10,29,28.52,1,5
2006-10-30,2006,10,30,28.41,1,5
2006-10-31,2006,10,31,28.24,1,5
2006-11-01,2006,11,1,28.16,1,5
2006-11-02,2006,11,2,28.33,3,5
2006-11-03,2006,11,3,28.16,3,5
2006-11-04,2006,11,4,28.29,3,5
2006-11-05,2006,11,5,28.49,3,5
2006-11-06,2006,11,6,28.5,3,5
2006-11-07,2006,11,7,28.49,3,5
2006-11-08,2006,11,8,28.51,3,5
2006-11-09,2006,11,9,28.66,3,5
2006-11-10,2006,11,10,28.71,3,5
2006-11-11,2006,11,11,28.67,3,5
2006-11-12,2006,11,12,29.22,3,5
2006-11-13,2006,11,13,29.27,3,5
2006-11-14,2006,11,14,29.32,3,5
2006-11-15,2006,11,15,28.95,3,5
2006-11-16,2006,11,16,28.79,3,5
2006-11-17,2006,11,17,28.67,3,5
2006-11-18,2006,11,18,28.68,3,5
2006-11-19,2006,11,19,28.38,3,5
2006-11-20,2006,11,20,28.63,3,5
2006-11-21,2006,11,21,28.75,3,5
2006-11-22,2006,11,22,28.39,3,5
2006-11-23,2006,11,23,28.82,3,5
2006-11-24,2006,11,24,28.79,3,5
2006-11-25,2006,11,25,29.05,3,5
2006-11-26,2006,11,26,29.52,3,5
2006-11-27,2006,11,27,29.84,3,5
2006-11-28,2006,11,28,29.72,3,5
2006-11-29,2006,11,29,29.75,3,5
2006-11-30,2006,11,30,29.27,3,5
2006-12-01,2006,12,1,29.14,3,5
2006-12-02,2006,12,2,28.73,3,5
2006-12-03,2006,12,3,28.82,3,5
2006-12-04,2006,12,4,28.76,3,5
2006-12-05,2006,12,5,28.8,3,5
2006-12-06,2006,12,6,28.78,3,5
2006-12-07,2006,12,7,28.68,3,5
2006-12-08,2006,12,8,29.36,3,5
2006-12-09,2006,12,9,29.18,3,5
2006-12-10,2006,12,10,29.07,3,5
2006-12-11,2006,12,11,29.05,3,5
2006-12-12,2006,12,12,29.12,3,5
2006-12-13,2006,12,13,29.21,3,5
2006-12-14,2006,12,14,29.32,3,5
2006-12-15,2006,12,15,29.42,3,5
2006-12-16,2006,12,16,29.73,3,5
2006-12-17,2006,12,17,29.66,3,5
2006-12-18,2006,12,18,29.55,3,5
2006-12-19,2006,12,19,29.66,3,5
2006-12-20,2006,12,20,29.68,3,5
2006-12-21,2006,12,21,29.54,3,5
2006-12-22,2006,12,22,29.57,3,5
2006-12-23,2006,12,23,29.46,3,5
2006-12-24,2006,12,24,29.44,3,5
2006-12-25,2006,12,25,29.43,3,5
2006-12-26,2006,12,26,29.29,3,5
2006-12-27,2006,12,27,29.1,3,5
2006-12-28,2006,12,28,29.01,3,5
2006-12-29,2006,12,29,28.94,3,5
2006-12-30,2006,12,30,28.9,3,5
2006-12-31,2006,12,31,28.82,3,5
2007-01-01,2007,1,1,28.77,3,5
2007-01-02,2007,1,2,28.8,3,5
2007-01-03,2007,1,3,28.72,3,5
2007-01-04,2007,1,4,28.68,3,5
2007-01-05,2007,1,5,28.69,3,5
2007-01-06,2007,1,6,28.77,3,5
2007-01-07,2007,1,7,29.08,3,5
2007-01-08,2007,1,8,29.15,3,5
2007-01-09,2007,1,9,29.43,3,5
2007-01-10,2007,1,10,29.48,3,5
2007-01-11,2007,1,11,29.61,3,5
2007-01-12,2007,1,12,29.28,3,5
2007-01-13,2007,1,13,29.3,3,5
2007-01-14,2007,1,14,29.33,3,5
2007-01-15,2007,1,15,29.59,3,5
2007-01-16,2007,1,16,29.38,3,5
2007-01-17,2007,1,17,29.21,3,5
2007-01-18,2007,1,18,29.15,3,5
2007-01-19,2007,1,19,29.23,3,5
2007-01-20,2007,1,20,29.11,3,5
2007-01-21,2007,1,21,29.1,3,5
2007-01-22,2007,1,22,29.13,3,5
2007-01-23,2007,1,23,29.0,3,5
2007-01-24,2007,1,24,29.09,3,5
2007-01-25,2007,1,25,29.02,3,5
2007-01-26,2007,1,26,29.24,3,5
2007-01-27,2007,1,27,29.56,3,5
2007-01-28,2007,1,28,29.49,3,5
2007-01-29,2007,1,29,29.57,3,5
2007-01-30,2007,1,30,29.64,3,5
2007-01-31,2007,1,31,29.77,3,5
2007-02-01,2007,2,1,29.61,3,5
2007-02-02,2007,2,2,29.65,3,5
2007-02-03,2007,2,3,29.27,3,5
2007-02-04,2007,2,4,29.05,3,5
2007-02-05,2007,2,5,28.97,3,5
2007-02-06,2007,2,6,29.0,3,5
2007-02-07,2007,2,7,29.19,3,5
2007-02-08,2007,2,8,29.41,3,5
2007-02-09,2007,2,9,29.2,3,5
2007-02-10,2007,2,10,29.77,3,5
2007-02-11,2007,2,11,30.0,3,5
2007-02-12,2007,2,12,29.28,3,5
2007-02-13,2007,2,13,29.68,3,5
2007-02-14,2007,2,14,29.69,3,5
2007-02-15,2007,2,15,29.54,3,5
2007-02-16,2007,2,16,29.42,3,5
2007-02-17,2007,2,17,29.36,3,5
2007-02-18,2007,2,18,29.28,3,5
2007-02-19,2007,2,19,29.33,3,5
2007-02-20,2007,2,20,29.44,3,5
2007-02-21,2007,2,21,29.3,3,5
2007-02-22,2007,2,22,29.38,3,5
2007-02-23,2007,2,23,29.4,3,5
2007-02-24,2007,2,24,29.68,3,5
2007-02-25,2007,2,25,29.73,3,5
2007-02-26,2007,2,26,29.6,3,5
2007-02-27,2007,2,27,29.65,3,5
2007-02-28,2007,2,28,29.61,3,5
2007-03-01,2007,3,1,29.77,3,5
2007-03-02,2007,3,2,29.54,3,5
2007-03-03,2007,3,3,29.64,3,5
2007-03-04,2007,3,4,30.03,3,5
2007-03-05,2007,3,5,29.84,3,5
2007-03-06,2007,3,6,29.68,3,5
2007-03-07,2007,3,7,29.63,3,5
2007-03-08,2007,3,8,29.8,3,5
2007-03-09,2007,3,9,30.09,3,5
2007-03-10,2007,3,10,30.26,3,5
2007-03-11,2007,3,11,30.01,3,5
2007-03-12,2007,3,12,29.94,3,5
2007-03-13,2007,3,13,30.28,3,5
2007-03-14,2007,3,14,30.05,3,5
